"male","age","ed","agem","edm","agef","edf"
1,11,4,32,0,35,8
1,12,3,31,7,37,0
1,6,0,25,0,NA,NA
2,5,1,38,0,49,4
1,25,14,NA,NA,NA,NA
2,22,3,58,0,NA,NA
2,0,0,25,0,34,8
2,37,0,54,0,NA,NA
2,27,0,NA,NA,NA,NA
2,9,1,31,0,NA,NA
2,35,0,NA,NA,NA,NA
2,57,2,NA,NA,NA,NA
1,14,6,33,6,37,7
2,14,0,31,0,43,8
1,4,0,32,0,35,8
2,16,NA,NA,NA,NA,NA
1,13,0,37,2,39,3
2,14,2,37,0,41,0
1,17,3,48,0,67,5
2,7,1,23,3,NA,NA
1,26,8,NA,NA,NA,NA
2,30,0,NA,NA,NA,NA
1,3,0,24,0,30,3
2,0,NA,29,4,31,8
1,59,0,NA,NA,NA,NA
1,30,8,NA,NA,NA,NA
1,29,3,NA,NA,NA,NA
1,14,3,42,0,NA,NA
2,1,0,24,10,29,13
1,10,2,46,0,51,0
2,49,8,NA,NA,NA,NA
1,26,8,NA,NA,NA,NA
2,76,0,NA,NA,NA,NA
2,16,0,51,0,NA,NA
2,10,3,24,0,28,8
2,21,4,NA,NA,NA,NA
2,3,0,20,2,22,2
2,14,NA,NA,NA,NA,NA
2,12,NA,36,5,NA,NA
2,24,0,NA,NA,NA,NA
1,37,0,NA,NA,NA,NA
1,7,1,29,0,NA,NA
2,34,0,52,0,NA,NA
2,7,1,31,6,NA,NA
1,12,3,33,3,NA,NA
1,33,8,NA,NA,NA,NA
1,1,0,21,0,26,0
2,6,0,32,0,37,0
2,9,3,31,5,36,8
1,15,0,44,0,49,0
1,9,1,38,4,NA,NA
1,34,5,NA,NA,NA,NA
1,15,5,57,1,NA,NA
2,40,0,NA,NA,NA,NA
1,33,4,NA,NA,NA,NA
1,55,5,NA,NA,NA,NA
2,47,3,NA,NA,NA,NA
2,3,NA,27,6,31,8
1,14,3,35,8,38,12
2,34,0,NA,NA,NA,NA
2,32,2,NA,NA,NA,NA
2,19,2,NA,NA,NA,NA
1,16,2,33,0,42,0
2,45,8,NA,NA,NA,NA
2,9,1,29,4,43,6
2,5,0,35,2,41,4
1,10,0,35,0,39,8
1,27,0,NA,NA,NA,NA
1,12,NA,40,0,42,NA
2,62,0,NA,NA,NA,NA
2,6,0,21,4,26,5
1,7,NA,28,3,33,6
2,17,0,47,0,NA,NA
1,5,2,30,10,NA,NA
1,33,7,NA,NA,NA,NA
2,24,0,NA,NA,NA,NA
1,1,0,25,0,NA,NA
2,10,0,27,0,28,3
2,5,0,21,1,29,0
1,37,4,NA,NA,NA,NA
2,39,0,68,0,NA,NA
1,0,0,20,4,30,12
2,9,2,43,2,49,8
1,37,8,NA,NA,NA,NA
2,8,3,37,0,NA,NA
1,15,4,45,5,NA,NA
1,3,0,23,4,34,4
2,21,3,NA,NA,NA,NA
1,9,2,40,5,43,8
1,6,0,39,0,42,2
2,19,6,57,0,66,6
1,18,7,47,0,49,0
2,18,4,41,0,NA,NA
1,3,0,24,3,NA,NA
1,33,7,NA,NA,NA,NA
1,33,6,NA,NA,NA,NA
1,4,0,29,6,34,12
2,22,4,44,0,NA,NA
2,2,0,47,0,NA,NA
2,14,3,33,7,37,8
1,1,0,19,4,23,0
2,3,0,31,0,36,6
1,17,0,40,0,NA,NA
1,37,8,NA,NA,NA,NA
1,7,1,32,11,33,14
2,13,3,38,0,NA,NA
1,11,3,45,5,NA,NA
2,33,0,NA,NA,NA,NA
2,7,1,25,4,30,8
2,48,0,NA,NA,NA,NA
1,13,3,39,0,43,0
2,14,NA,NA,NA,NA,NA
1,34,12,NA,NA,NA,NA
1,27,0,NA,NA,NA,NA
2,6,NA,NA,NA,NA,NA
2,27,0,NA,NA,NA,NA
2,11,6,41,4,NA,NA
2,7,2,33,7,37,8
2,29,0,47,0,NA,NA
1,46,8,NA,NA,NA,NA
1,7,0,37,0,NA,NA
2,-2,4,NA,NA,NA,NA
1,15,5,55,2,55,4
2,9,0,27,1,NA,NA
2,33,7,68,2,NA,NA
1,16,4,53,0,63,0
2,39,8,NA,NA,NA,NA
2,44,0,NA,NA,NA,NA
2,4,0,24,5,28,12
2,67,0,NA,NA,NA,NA
2,6,6,44,3,NA,NA
2,34,0,NA,NA,NA,NA
2,18,5,40,0,NA,NA
1,6,NA,NA,NA,NA,NA
2,1,0,32,0,35,8
2,7,0,34,3,38,6
1,15,NA,NA,NA,NA,NA
2,37,8,NA,NA,NA,NA
2,2,0,17,5,NA,NA
2,10,0,45,0,NA,NA
1,42,5,NA,NA,NA,NA
2,19,0,40,0,NA,NA
2,46,8,NA,NA,NA,NA
2,1,0,27,8,29,10
1,64,4,NA,NA,NA,NA
2,36,5,NA,NA,NA,NA
1,9,1,34,4,39,6
1,8,3,48,7,55,9
2,25,7,45,0,NA,NA
2,1,0,29,0,NA,NA
2,6,0,29,4,43,6
2,23,4,NA,NA,NA,NA
2,25,5,NA,NA,NA,NA
2,7,NA,NA,NA,NA,NA
1,7,1,30,0,35,5
2,26,4,NA,NA,NA,NA
1,15,3,49,8,57,6
1,33,14,NA,NA,NA,NA
1,14,0,-2,0,NA,NA
1,43,8,NA,NA,NA,NA
1,27,3,71,0,NA,NA
1,1,0,23,2,NA,NA
1,34,7,NA,NA,NA,NA
1,13,4,31,6,41,6
2,34,0,NA,NA,NA,NA
2,16,3,48,2,65,4
1,14,3,46,0,NA,NA
2,19,5,NA,NA,NA,NA
1,29,0,NA,NA,NA,NA
1,27,0,NA,NA,NA,NA
2,26,3,NA,NA,NA,NA
2,8,1,34,0,37,5
2,0,0,22,8,24,8
2,47,0,NA,NA,NA,NA
1,2,0,38,0,43,5
2,0,0,22,7,27,8
1,2,0,25,2,28,6
1,9,2,47,6,52,6
1,22,8,41,0,49,4
2,17,0,NA,NA,NA,NA
2,14,3,32,0,37,7
1,14,6,37,0,38,8
1,55,4,NA,NA,NA,NA
2,1,0,20,7,21,9
1,15,6,37,0,40,7
1,68,3,NA,NA,NA,NA
2,33,0,55,0,NA,NA
1,47,9,NA,NA,NA,NA
1,8,3,45,0,48,0
2,18,0,42,0,NA,NA
2,5,NA,NA,NA,NA,NA
2,16,0,43,0,48,NA
1,9,4,33,0,NA,NA
1,20,6,54,0,61,2
2,3,0,29,2,31,8
1,32,0,NA,NA,NA,NA
1,11,2,58,4,NA,NA
1,52,6,NA,NA,NA,NA
2,13,2,39,0,42,2
2,10,2,39,0,43,0
2,69,0,NA,NA,NA,NA
1,32,8,NA,NA,NA,NA
1,0,0,35,2,40,3
2,16,8,34,0,39,8
1,6,2,25,0,34,5
1,41,1,NA,NA,NA,NA
1,17,2,34,1,43,1
2,21,0,37,0,NA,NA
1,53,0,NA,NA,NA,NA
2,7,NA,NA,NA,NA,NA
1,11,3,51,0,58,12
2,1,0,18,6,NA,NA
1,11,4,33,5,38,6
2,10,1,35,3,43,6
2,30,0,NA,NA,NA,NA
1,2,0,21,0,26,4
2,33,6,NA,NA,NA,NA
2,0,0,45,0,55,5
1,0,0,19,5,24,4
2,1,0,35,0,37,0
2,11,2,32,0,39,0
1,15,5,43,0,NA,NA
2,38,1,NA,NA,NA,NA
2,19,3,45,0,NA,NA
1,-2,NA,NA,NA,NA,NA
1,13,6,37,8,NA,NA
2,29,0,NA,NA,NA,NA
2,11,3,29,0,NA,NA
2,9,2,29,8,48,12
2,14,1,45,3,55,4
2,3,NA,NA,NA,NA,NA
2,18,NA,NA,NA,NA,NA
2,21,8,NA,NA,NA,NA
1,37,0,NA,NA,NA,NA
1,16,10,34,8,NA,NA
1,8,1,39,0,NA,NA
2,57,0,NA,NA,NA,NA
2,7,0,37,0,NA,NA
2,34,4,NA,NA,NA,NA
1,26,14,55,2,62,3
1,6,0,33,7,37,8
1,1,0,21,4,27,8
2,4,0,30,0,37,0
2,38,0,NA,NA,NA,NA
2,37,0,NA,NA,NA,NA
2,71,0,NA,NA,NA,NA
2,10,1,29,4,32,8
1,26,4,NA,NA,NA,NA
1,15,5,37,0,49,5
1,39,7,NA,NA,NA,NA
2,10,1,26,0,30,0
2,3,0,23,0,26,2
1,25,7,56,0,NA,NA
1,16,4,37,0,NA,NA
1,22,8,42,0,NA,NA
2,49,0,79,0,NA,NA
1,6,1,33,5,39,8
1,67,0,NA,NA,NA,NA
1,27,8,53,0,63,5
1,10,NA,40,0,42,NA
2,81,0,NA,NA,NA,NA
1,18,6,41,0,NA,NA
2,21,6,NA,NA,NA,NA
2,1,0,31,3,33,8
2,29,0,NA,NA,NA,NA
1,6,0,30,0,34,7
2,29,4,NA,NA,NA,NA
1,28,10,NA,NA,NA,NA
1,1,0,32,0,35,8
1,17,2,35,0,NA,NA
2,4,0,25,3,32,3
1,14,2,37,3,39,8
1,8,0,39,0,43,0
2,25,0,NA,NA,NA,NA
1,6,0,31,0,NA,NA
2,20,5,NA,NA,NA,NA
2,16,4,52,2,48,8
1,37,0,NA,NA,NA,NA
1,4,0,44,0,49,0
2,11,2,31,3,60,9
1,16,0,39,0,NA,NA
1,2,0,25,5,31,8
2,24,0,NA,NA,NA,NA
1,55,0,NA,NA,NA,NA
2,11,0,47,0,NA,NA
2,3,0,37,0,38,8
2,3,0,26,0,NA,NA
1,14,9,35,0,37,12
1,26,8,NA,NA,NA,NA
2,7,0,42,0,NA,NA
1,7,1,34,0,40,5
2,29,5,53,0,57,0
2,9,1,37,8,NA,NA
1,18,11,44,0,47,9
2,4,NA,NA,NA,NA,NA
2,27,8,NA,NA,NA,NA
1,2,0,23,7,27,6
2,3,0,21,0,27,0
1,62,5,NA,NA,NA,NA
1,27,6,NA,NA,NA,NA
1,33,7,NA,NA,NA,NA
1,2,0,20,6,25,2
2,68,0,NA,NA,NA,NA
2,24,1,56,0,62,9
1,4,0,27,6,31,0
2,0,0,35,0,39,8
2,1,0,21,0,25,1
2,7,NA,NA,NA,NA,NA
2,2,0,21,6,27,4
2,20,NA,NA,NA,NA,NA
2,15,3,35,0,NA,NA
1,26,0,NA,NA,NA,NA
2,23,8,NA,NA,NA,NA
1,31,4,NA,NA,NA,NA
1,18,3,54,4,NA,NA
1,26,2,NA,NA,NA,NA
1,13,4,52,0,55,0
2,7,2,41,0,45,8
2,17,8,40,0,61,8
2,28,0,48,6,NA,NA
2,29,7,69,0,73,3
1,1,0,24,8,NA,NA
2,16,0,45,0,55,0
1,14,3,33,2,NA,NA
2,37,0,NA,NA,NA,NA
1,10,NA,NA,NA,NA,NA
2,2,0,23,4,NA,NA
1,28,2,NA,NA,NA,NA
1,10,2,30,0,33,5
2,12,5,32,0,NA,NA
2,9,1,31,0,39,8
1,36,6,NA,NA,NA,NA
2,10,1,25,5,28,4
1,6,NA,27,0,29,4
1,69,0,NA,NA,NA,NA
2,36,0,NA,NA,NA,NA
2,18,6,NA,NA,NA,NA
2,28,3,NA,NA,NA,NA
1,7,1,36,2,38,7
1,2,0,23,6,30,6
1,63,4,NA,NA,NA,NA
2,28,8,54,0,NA,NA
2,19,3,NA,NA,NA,NA
2,19,6,NA,NA,NA,NA
1,0,0,24,0,NA,NA
1,3,0,22,0,NA,NA
2,10,0,36,0,NA,NA
1,31,8,NA,NA,NA,NA
2,44,0,NA,NA,NA,NA
2,14,0,49,0,53,8
2,12,1,41,0,39,3
1,15,6,36,3,NA,NA
1,5,0,21,0,NA,NA
2,11,1,37,0,NA,NA
1,12,3,35,3,43,6
1,56,0,NA,NA,NA,NA
2,27,0,NA,NA,NA,NA
2,67,0,NA,NA,NA,NA
1,29,10,NA,NA,NA,NA
1,48,5,NA,NA,NA,NA
2,45,0,NA,NA,NA,NA
1,4,0,36,3,NA,NA
2,1,0,25,8,27,12
2,36,0,NA,NA,NA,NA
1,20,NA,NA,NA,NA,NA
1,7,0,21,5,31,7
1,3,0,45,0,52,3
1,10,NA,NA,NA,NA,NA
1,10,3,34,0,37,5
1,64,0,NA,NA,NA,NA
2,41,0,NA,NA,NA,NA
2,10,5,32,5,NA,NA
2,11,0,17,5,NA,NA
1,40,8,NA,NA,NA,NA
1,16,4,57,0,59,0
2,17,6,NA,NA,NA,NA
2,55,0,NA,NA,NA,NA
2,23,0,NA,NA,NA,NA
2,4,0,25,2,NA,NA
1,32,3,NA,NA,NA,NA
2,9,0,36,0,40,8
1,3,2,23,5,27,0
1,51,8,NA,NA,NA,NA
2,12,6,34,8,38,8
2,5,0,33,0,33,0
2,7,0,28,3,NA,NA
1,34,12,NA,NA,NA,NA
2,16,5,45,2,49,0
2,13,4,43,4,NA,NA
2,32,0,-2,0,NA,NA
2,20,4,NA,NA,NA,NA
2,10,4,31,2,43,9
2,11,2,37,0,40,7
2,0,0,23,7,27,6
2,45,0,NA,NA,NA,NA
2,10,4,48,7,55,9
1,24,18,55,2,55,4
1,5,0,32,6,NA,NA
1,26,3,44,0,NA,NA
2,37,2,NA,NA,NA,NA
2,22,0,NA,NA,NA,NA
1,3,NA,28,3,33,6
2,17,8,35,4,39,8
2,27,0,NA,NA,NA,NA
1,27,6,NA,NA,NA,NA
1,38,7,NA,NA,NA,NA
1,8,0,31,3,33,8
1,37,12,NA,NA,NA,NA
2,2,0,33,5,47,6
2,2,0,25,7,37,14
1,4,0,22,1,NA,NA
2,12,0,35,0,39,8
1,17,0,50,0,52,0
1,32,8,NA,NA,NA,NA
2,2,0,23,4,38,6
2,77,0,NA,NA,NA,NA
2,32,5,NA,NA,NA,NA
2,57,0,NA,NA,NA,NA
2,17,0,NA,NA,NA,NA
2,5,1,23,0,25,7
1,11,NA,NA,NA,NA,NA
2,1,0,28,3,NA,NA
1,28,12,NA,NA,NA,NA
1,12,5,30,6,NA,NA
1,21,7,47,0,NA,NA
2,42,0,NA,NA,NA,NA
2,3,0,31,5,36,8
2,1,0,23,3,26,7
2,51,0,NA,NA,NA,NA
1,38,2,NA,NA,NA,NA
1,25,5,NA,NA,NA,NA
1,32,7,NA,NA,NA,NA
1,7,0,50,0,47,8
1,29,8,NA,NA,NA,NA
1,4,0,23,0,34,8
1,13,0,32,0,NA,NA
1,15,NA,63,0,NA,NA
1,7,0,44,0,NA,NA
2,5,0,25,4,34,5
2,19,5,NA,NA,NA,NA
1,6,NA,27,3,NA,NA
2,34,8,NA,NA,NA,NA
1,2,0,18,5,20,3
1,1,0,21,0,28,7
1,0,0,25,4,29,8
2,3,0,22,8,25,3
1,6,0,26,7,27,8
2,13,7,35,4,NA,NA
2,23,6,38,0,NA,NA
1,47,5,NA,NA,NA,NA
1,9,3,33,7,37,8
2,19,3,NA,NA,NA,NA
1,1,0,20,3,27,0
2,2,0,21,3,27,3
2,10,0,32,0,33,4
1,33,6,NA,NA,NA,NA
1,17,NA,NA,NA,NA,NA
1,12,NA,NA,NA,NA,NA
1,7,1,24,0,30,3
2,0,0,34,1,43,1
2,37,0,NA,NA,NA,NA
2,17,0,52,0,55,0
1,8,2,23,4,NA,NA
1,0,0,21,3,27,11
2,1,0,35,0,39,8
2,3,0,35,5,49,5
1,5,NA,NA,NA,NA,NA
1,12,3,55,0,NA,NA
1,18,9,59,0,NA,NA
2,19,9,50,0,NA,NA
1,76,4,NA,NA,NA,NA
2,33,2,NA,NA,NA,NA
2,18,8,NA,NA,NA,NA
1,36,0,NA,NA,NA,NA
1,4,0,25,7,37,14
1,8,0,31,0,43,8
2,20,0,50,0,57,0
2,6,0,31,0,37,8
1,11,3,42,0,NA,NA
2,13,NA,NA,NA,NA,NA
2,2,0,21,8,NA,NA
2,15,1,59,0,NA,NA
2,28,0,NA,NA,NA,NA
1,16,5,39,0,NA,NA
1,0,NA,17,0,NA,NA
2,47,0,NA,NA,NA,NA
2,25,8,NA,NA,NA,NA
1,9,4,25,2,NA,NA
2,5,0,21,4,27,8
2,11,2,35,0,39,8
1,38,7,NA,NA,NA,NA
1,15,1,36,5,NA,NA
2,78,0,NA,NA,NA,NA
2,30,0,NA,NA,NA,NA
1,71,0,NA,NA,NA,NA
2,44,7,NA,NA,NA,NA
1,36,0,NA,NA,NA,NA
1,19,0,41,0,43,0
1,23,0,49,0,NA,NA
2,5,1,25,4,30,8
2,17,9,40,0,43,12
1,33,7,NA,NA,NA,NA
2,10,3,33,2,33,0
1,19,0,57,0,NA,NA
1,55,8,NA,NA,NA,NA
1,3,0,29,6,33,8
1,39,2,NA,NA,NA,NA
1,18,8,39,8,45,3
1,5,NA,39,0,41,4
2,15,NA,NA,NA,NA,NA
2,0,0,41,0,65,7
1,3,0,47,0,NA,NA
2,27,6,NA,NA,NA,NA
1,6,1,37,0,40,5
2,1,NA,NA,NA,NA,NA
2,20,6,41,0,NA,NA
2,13,3,39,0,45,8
2,27,0,NA,NA,NA,NA
2,10,2,36,0,NA,NA
1,46,8,NA,NA,NA,NA
1,29,13,NA,NA,NA,NA
1,6,0,33,0,NA,NA
2,10,NA,NA,NA,NA,NA
1,15,6,44,5,50,7
1,10,0,29,6,33,5
2,31,2,NA,NA,NA,NA
1,6,1,32,7,37,8
2,27,4,NA,NA,NA,NA
1,14,NA,NA,NA,NA,NA
1,18,0,43,0,48,NA
2,24,0,54,0,NA,NA
2,19,0,NA,NA,NA,NA
1,6,0,39,0,49,5
2,23,0,NA,NA,NA,NA
2,35,0,NA,NA,NA,NA
1,2,0,35,2,40,3
2,37,0,NA,NA,NA,NA
1,0,0,21,0,27,0
1,55,4,NA,NA,NA,NA
2,3,0,32,0,35,8
2,20,NA,NA,NA,NA,NA
1,14,5,33,0,37,8
2,31,6,53,0,57,0
2,2,0,30,4,NA,NA
1,14,NA,NA,NA,NA,NA
1,0,0,23,6,26,3
1,37,6,NA,NA,NA,NA
2,25,0,NA,NA,NA,NA
2,14,3,40,0,NA,NA
2,8,0,39,0,42,2
2,2,0,25,5,30,6
2,17,0,65,0,67,0
2,1,NA,27,3,NA,NA
1,11,1,34,0,38,3
1,25,6,NA,NA,NA,NA
2,10,2,43,4,NA,NA
1,22,7,NA,NA,NA,NA
2,26,0,NA,NA,NA,NA
2,30,5,NA,NA,NA,NA
1,5,0,31,0,34,6
2,42,0,NA,NA,NA,NA
2,46,0,NA,NA,NA,NA
2,12,2,33,2,33,0
1,14,3,37,0,40,5
1,5,1,25,8,32,8
1,6,0,24,0,30,14
2,67,0,NA,NA,NA,NA
1,39,0,NA,NA,NA,NA
1,49,5,NA,NA,NA,NA
1,12,6,27,0,NA,NA
1,7,1,27,3,30,8
2,40,0,NA,NA,NA,NA
2,60,6,NA,NA,NA,NA
1,17,NA,NA,NA,NA,NA
1,3,NA,NA,NA,NA,NA
1,26,5,NA,NA,NA,NA
1,27,6,NA,NA,NA,NA
1,3,0,29,0,NA,NA
1,27,8,NA,NA,NA,NA
1,5,1,26,7,NA,NA
1,0,0,27,5,31,4
1,10,2,31,0,34,8
1,6,0,23,5,27,8
1,7,1,34,0,39,6
1,12,2,37,0,NA,NA
1,4,0,25,3,30,7
2,17,6,40,0,NA,NA
2,33,0,NA,NA,NA,NA
2,18,2,48,3,NA,NA
2,4,0,24,5,27,3
2,15,NA,NA,NA,NA,NA
1,18,NA,NA,NA,NA,NA
1,5,0,23,3,32,8
2,29,8,NA,NA,NA,NA
2,24,8,NA,NA,NA,NA
1,8,1,33,0,36,6
2,27,6,74,4,NA,NA
1,33,7,NA,NA,NA,NA
1,33,8,NA,NA,NA,NA
2,46,0,NA,NA,NA,NA
2,20,7,-2,0,NA,NA
2,3,NA,NA,NA,NA,NA
2,15,5,48,7,NA,NA
2,65,8,NA,NA,NA,NA
1,56,8,NA,NA,NA,NA
2,58,0,NA,NA,NA,NA
1,16,5,53,0,63,5
2,6,1,23,4,33,7
2,13,5,52,3,NA,NA
1,15,3,35,0,37,0
1,12,4,33,0,37,8
2,0,0,20,8,23,8
1,2,0,21,7,25,5
1,37,7,NA,NA,NA,NA
1,25,2,NA,NA,NA,NA
2,24,5,NA,NA,NA,NA
1,17,8,43,0,49,2
2,17,5,NA,NA,NA,NA
2,7,0,30,0,32,0
2,36,2,NA,NA,NA,NA
1,26,3,NA,NA,NA,NA
1,8,2,44,0,57,4
1,19,0,28,0,34,6
1,15,NA,NA,NA,NA,NA
2,35,2,NA,NA,NA,NA
1,7,2,42,0,47,0
2,33,7,NA,NA,NA,NA
1,13,NA,NA,NA,NA,NA
2,7,1,29,0,33,0
1,15,4,37,0,NA,NA
1,3,0,22,4,NA,NA
1,39,8,NA,NA,NA,NA
2,-2,NA,NA,NA,NA,NA
2,7,2,23,0,25,7
1,13,5,37,8,51,9
1,30,12,NA,NA,NA,NA
1,29,12,NA,NA,NA,NA
1,33,8,NA,NA,NA,NA
2,6,0,28,4,35,9
2,0,0,34,4,39,6
1,57,0,NA,NA,NA,NA
1,12,3,59,0,61,0
2,4,0,33,0,41,8
1,2,0,31,6,NA,NA
2,24,0,NA,NA,NA,NA
1,27,8,NA,NA,NA,NA
2,33,0,NA,NA,NA,NA
1,34,7,NA,NA,NA,NA
1,31,0,NA,NA,NA,NA
1,2,0,21,4,25,7
2,42,0,NA,NA,NA,NA
1,50,8,NA,NA,NA,NA
2,11,0,34,0,37,6
2,3,0,26,4,NA,NA
1,5,0,24,7,NA,NA
2,32,6,NA,NA,NA,NA
1,38,8,NA,NA,NA,NA
2,3,0,27,2,NA,NA
2,2,0,20,0,NA,NA
1,5,0,31,4,52,8
2,23,5,37,5,39,3
1,20,7,47,0,49,0
1,27,8,NA,NA,NA,NA
1,6,0,32,0,33,4
2,18,5,NA,NA,NA,NA
2,5,1,41,0,45,8
1,16,3,43,4,NA,NA
2,3,NA,NA,NA,NA,NA
2,12,1,37,0,NA,NA
2,21,1,NA,NA,NA,NA
1,43,0,NA,NA,NA,NA
2,13,1,29,0,38,0
1,29,0,NA,NA,NA,NA
2,3,0,31,0,41,8
2,8,0,35,0,39,8
1,2,0,18,5,27,0
1,19,7,49,5,NA,NA
2,-2,0,NA,NA,NA,NA
1,7,0,26,2,29,0
2,30,6,NA,NA,NA,NA
1,7,0,31,0,NA,NA
2,7,0,29,4,NA,NA
2,14,4,35,0,39,8
1,18,6,36,5,38,2
2,27,8,NA,NA,NA,NA
1,30,7,NA,NA,NA,NA
2,3,0,25,0,27,0
2,10,2,39,0,45,8
2,40,0,NA,NA,NA,NA
2,21,8,NA,NA,NA,NA
2,33,7,NA,NA,NA,NA
1,25,4,49,0,NA,NA
2,3,0,28,4,31,5
2,9,0,37,0,NA,NA
1,0,0,25,6,NA,NA
1,43,6,NA,NA,NA,NA
1,27,4,NA,NA,NA,NA
2,34,1,NA,NA,NA,NA
1,27,0,NA,NA,NA,NA
1,11,2,37,8,NA,NA
2,12,6,44,0,57,4
2,55,2,NA,NA,NA,NA
1,43,1,NA,NA,NA,NA
1,12,7,34,0,37,0
1,8,0,25,5,30,6
2,21,7,NA,NA,NA,NA
1,15,5,39,0,41,5
2,31,0,NA,NA,NA,NA
1,12,2,31,0,34,8
2,24,5,NA,NA,NA,NA
2,16,2,50,0,57,0
2,44,3,NA,NA,NA,NA
2,25,0,NA,NA,NA,NA
1,15,NA,NA,NA,NA,NA
2,7,1,28,6,29,4
1,34,8,NA,NA,NA,NA
2,9,3,27,8,47,8
2,11,0,50,0,52,0
2,12,NA,NA,NA,NA,NA
2,7,0,29,4,33,12
2,11,2,28,0,34,6
2,7,1,31,8,NA,NA
1,31,4,NA,NA,NA,NA
1,16,8,44,0,47,9
2,54,0,NA,NA,NA,NA
2,1,0,32,0,NA,NA
2,14,4,36,2,39,8
2,13,6,45,0,48,0
2,37,4,NA,NA,NA,NA
2,32,0,NA,NA,NA,NA
1,50,5,NA,NA,NA,NA
2,35,4,58,0,NA,NA
2,6,NA,NA,NA,NA,NA
1,30,14,NA,NA,NA,NA
2,8,0,35,0,36,4
1,52,2,NA,NA,NA,NA
1,6,0,35,0,37,0
2,8,2,33,0,NA,NA
2,22,8,NA,NA,NA,NA
2,5,0,27,0,NA,NA
1,2,0,17,6,26,8
1,10,1,26,4,29,4
1,19,8,42,0,NA,NA
1,0,0,25,5,NA,NA
2,27,1,57,3,65,1
1,57,10,NA,NA,NA,NA
2,4,0,24,2,NA,NA
1,12,1,33,0,42,0
2,28,4,NA,NA,NA,NA
1,19,8,33,12,NA,NA
2,23,4,NA,NA,NA,NA
1,43,0,NA,NA,NA,NA
1,1,0,29,0,38,7
2,28,10,NA,NA,NA,NA
1,25,8,NA,NA,NA,NA
2,21,0,NA,NA,NA,NA
2,8,1,33,0,36,8
2,29,0,NA,NA,NA,NA
1,9,1,44,0,NA,NA
2,14,2,48,3,NA,NA
2,53,0,NA,NA,NA,NA
2,21,4,37,5,39,3
2,0,0,20,2,NA,NA
1,47,3,NA,NA,NA,NA
1,6,1,31,0,NA,NA
2,22,1,42,0,42,NA
2,3,0,22,3,39,10
2,23,4,NA,NA,NA,NA
1,39,0,NA,NA,NA,NA
1,29,3,NA,NA,NA,NA
2,6,0,25,0,29,0
1,1,NA,33,6,39,0
2,50,0,NA,NA,NA,NA
2,33,0,NA,NA,NA,NA
2,21,2,NA,NA,NA,NA
1,3,0,36,4,NA,NA
1,0,0,18,0,26,0
2,51,0,NA,NA,NA,NA
2,35,0,NA,NA,NA,NA
2,10,2,30,0,44,7
2,49,5,NA,NA,NA,NA
2,12,3,33,7,37,8
2,21,3,NA,NA,NA,NA
2,3,0,28,0,32,6
1,35,7,NA,NA,NA,NA
1,8,0,37,4,40,7
