"male","age","ed","agem","edm","agef","edf"
1,19,0,37,0,NA,NA
1,20,7,59,0,NA,NA
2,47,0,68,0,NA,NA
1,27,3,NA,NA,NA,NA
2,-2,0,NA,NA,NA,NA
1,12,2,47,0,NA,NA
2,13,0,39,0,NA,NA
1,33,0,57,0,NA,NA
2,17,4,NA,NA,NA,NA
1,65,5,NA,NA,NA,NA
1,11,3,38,0,NA,NA
1,10,1,37,0,44,0
1,7,4,30,10,NA,NA
2,55,0,NA,NA,NA,NA
2,18,NA,NA,NA,NA,NA
2,16,5,41,8,NA,NA
1,16,NA,NA,NA,NA,NA
1,13,5,31,7,NA,NA
2,6,0,37,4,40,7
1,5,0,32,0,NA,NA
1,31,5,NA,NA,NA,NA
1,0,0,25,0,29,8
2,32,5,NA,NA,NA,NA
1,33,0,NA,NA,NA,NA
2,15,2,29,0,35,8
2,17,0,NA,NA,NA,NA
1,32,6,NA,NA,NA,NA
2,3,0,22,6,NA,NA
1,16,7,32,0,NA,NA
2,17,2,NA,NA,NA,NA
2,29,4,NA,NA,NA,NA
1,34,5,NA,NA,NA,NA
2,21,5,NA,NA,NA,NA
2,20,NA,43,2,49,8
1,13,4,37,4,45,8
2,32,0,NA,NA,NA,NA
2,21,0,NA,NA,NA,NA
2,1,0,42,0,NA,NA
1,7,2,24,10,29,13
2,9,NA,NA,NA,NA,NA
2,10,2,37,0,NA,NA
1,38,6,67,0,NA,NA
2,46,0,NA,NA,NA,NA
1,26,0,62,0,NA,NA
2,18,5,NA,NA,NA,NA
1,26,11,53,3,57,5
2,5,0,41,0,49,4
1,6,1,33,0,41,8
1,40,7,NA,NA,NA,NA
1,12,2,40,0,48,8
1,4,0,23,0,29,8
1,15,0,49,0,NA,NA
1,13,2,35,0,37,12
2,16,3,32,0,43,1
1,25,5,NA,NA,NA,NA
2,10,1,37,3,39,8
1,14,5,33,0,NA,NA
2,22,7,NA,NA,NA,NA
1,14,6,32,7,NA,NA
1,16,8,34,0,37,0
2,27,0,NA,NA,NA,NA
1,27,8,NA,NA,NA,NA
1,5,0,23,0,NA,NA
1,1,0,23,4,26,6
2,17,8,58,3,64,3
2,7,0,46,0,52,6
1,13,5,32,7,37,0
2,8,3,27,2,NA,NA
1,17,8,58,4,NA,NA
2,2,0,23,2,29,8
2,24,6,54,0,61,2
1,0,0,18,3,23,4
1,16,4,38,0,NA,NA
1,16,4,55,0,NA,NA
1,21,5,42,0,NA,NA
2,17,NA,NA,NA,NA,NA
1,33,3,NA,NA,NA,NA
1,3,0,26,5,NA,NA
1,23,12,47,6,52,6
2,0,0,26,0,37,4
2,5,1,23,5,NA,NA
2,25,6,37,5,39,3
1,18,0,-2,0,NA,NA
1,14,3,41,0,53,7
1,35,6,NA,NA,NA,NA
2,34,6,NA,NA,NA,NA
1,0,0,21,8,23,8
2,31,0,NA,NA,NA,NA
1,1,0,25,8,NA,NA
1,33,8,59,0,69,0
1,13,2,55,0,NA,NA
1,29,6,NA,NA,NA,NA
2,7,0,23,5,NA,NA
2,3,0,27,5,31,4
1,3,0,23,0,25,7
1,7,1,41,0,37,8
2,2,0,25,0,27,0
2,3,0,25,0,NA,NA
2,54,1,NA,NA,NA,NA
1,0,0,49,0,59,2
1,0,0,31,5,36,8
1,6,0,35,0,36,4
1,55,0,NA,NA,NA,NA
2,25,8,NA,NA,NA,NA
2,31,7,62,0,NA,NA
1,34,4,NA,NA,NA,NA
2,2,0,19,6,19,6
1,11,2,38,4,NA,NA
2,11,3,31,4,52,8
2,22,0,NA,NA,NA,NA
2,5,0,24,3,NA,NA
2,25,0,NA,NA,NA,NA
2,0,0,26,4,NA,NA
1,4,0,35,2,40,3
1,17,0,38,0,45,8
1,2,0,34,7,37,8
1,46,11,NA,NA,NA,NA
2,62,3,NA,NA,NA,NA
2,18,NA,NA,NA,NA,NA
2,3,0,21,5,31,7
1,25,12,NA,NA,NA,NA
1,1,0,23,4,29,3
2,13,3,29,0,35,8
1,47,8,NA,NA,NA,NA
2,12,5,37,8,41,8
2,38,0,NA,NA,NA,NA
2,1,0,25,4,30,8
2,27,0,NA,NA,NA,NA
2,44,9,NA,NA,NA,NA
1,2,0,25,5,NA,NA
2,21,NA,NA,NA,NA,NA
2,4,0,26,5,NA,NA
1,16,2,35,0,NA,NA
1,3,0,23,3,27,7
2,45,0,79,0,NA,NA
1,3,0,21,6,22,8
2,59,0,NA,NA,NA,NA
2,1,0,20,0,24,7
2,11,0,49,0,53,8
2,12,5,48,0,52,3
2,18,NA,NA,NA,NA,NA
2,25,0,48,0,NA,NA
2,71,0,NA,NA,NA,NA
1,9,1,37,0,40,7
1,1,0,25,0,29,0
1,24,8,NA,NA,NA,NA
2,0,0,32,0,43,1
2,14,NA,40,0,42,NA
1,3,0,25,5,30,6
2,13,6,34,2,45,6
2,16,6,44,0,57,4
2,20,4,NA,NA,NA,NA
2,24,0,NA,NA,NA,NA
2,25,7,NA,NA,NA,NA
1,27,7,NA,NA,NA,NA
1,4,0,27,0,28,3
1,10,2,41,0,NA,NA
1,17,6,35,4,NA,NA
1,8,1,31,0,34,8
1,16,7,46,8,61,6
2,1,0,19,0,23,6
1,8,4,41,4,NA,NA
1,1,0,18,0,26,3
2,43,0,NA,NA,NA,NA
2,10,0,53,0,63,0
2,27,2,NA,NA,NA,NA
1,33,7,NA,NA,NA,NA
2,10,0,52,3,55,3
1,28,NA,61,0,NA,NA
2,15,5,49,0,56,0
2,0,0,29,0,33,8
2,19,2,44,0,NA,NA
1,9,4,34,8,38,8
1,62,6,NA,NA,NA,NA
1,2,0,26,0,37,4
2,61,0,NA,NA,NA,NA
2,37,0,NA,NA,NA,NA
1,1,0,29,2,31,8
2,65,4,NA,NA,NA,NA
1,49,0,NA,NA,NA,NA
1,1,0,30,3,39,4
2,39,0,61,0,NA,NA
1,4,1,47,0,NA,NA
2,34,0,NA,NA,NA,NA
1,11,0,48,3,NA,NA
1,26,3,NA,NA,NA,NA
2,8,1,30,6,30,6
1,14,4,32,0,39,0
2,5,NA,28,3,33,6
2,12,2,46,0,NA,NA
2,32,5,NA,NA,NA,NA
2,12,0,29,0,31,0
1,17,0,57,0,66,6
2,12,3,43,2,49,8
1,18,0,45,3,55,4
1,10,2,32,5,NA,NA
1,9,0,27,4,29,7
1,24,0,NA,NA,NA,NA
1,3,0,24,0,32,8
2,14,0,52,3,55,3
2,19,5,NA,NA,NA,NA
2,1,0,32,6,NA,NA
1,59,0,NA,NA,NA,NA
2,39,8,NA,NA,NA,NA
2,37,2,NA,NA,NA,NA
2,49,0,NA,NA,NA,NA
2,54,0,NA,NA,NA,NA
1,12,2,39,0,49,5
2,32,7,NA,NA,NA,NA
2,35,3,NA,NA,NA,NA
2,2,0,24,0,30,8
2,47,3,NA,NA,NA,NA
1,41,4,NA,NA,NA,NA
2,13,7,48,7,55,9
1,45,6,NA,NA,NA,NA
2,23,0,65,0,NA,NA
2,8,6,43,4,NA,NA
2,1,0,39,3,40,0
2,34,0,NA,NA,NA,NA
2,23,5,57,3,NA,NA
1,8,0,32,0,NA,NA
1,8,0,32,0,NA,NA
1,8,1,31,7,NA,NA
2,2,0,35,0,39,0
2,24,12,NA,NA,NA,NA
1,14,4,45,0,NA,NA
1,30,8,NA,NA,NA,NA
2,6,0,24,5,27,3
2,11,2,33,0,36,8
2,21,0,NA,NA,NA,NA
1,1,0,19,5,23,8
2,10,2,33,2,39,7
1,13,3,37,0,NA,NA
2,10,0,33,6,37,7
1,10,3,58,0,NA,NA
1,47,12,NA,NA,NA,NA
1,22,11,47,4,NA,NA
2,25,0,NA,NA,NA,NA
1,4,0,32,7,38,2
1,2,0,41,0,NA,NA
2,10,NA,NA,NA,NA,NA
2,31,12,57,0,NA,NA
1,56,6,NA,NA,NA,NA
2,13,2,33,0,43,7
1,39,12,NA,NA,NA,NA
1,16,5,43,4,50,5
2,55,0,NA,NA,NA,NA
1,0,0,25,7,NA,NA
2,20,4,NA,NA,NA,NA
2,67,0,NA,NA,NA,NA
2,48,3,NA,NA,NA,NA
1,39,12,NA,NA,NA,NA
2,37,4,NA,NA,NA,NA
2,28,0,NA,NA,NA,NA
1,29,8,58,6,NA,NA
2,19,6,53,0,63,0
1,5,0,21,4,26,5
2,3,2,23,14,27,12
1,0,0,21,3,27,3
1,1,0,25,2,27,4
2,1,0,19,2,NA,NA
1,51,4,NA,NA,NA,NA
2,37,0,NA,NA,NA,NA
2,38,3,NA,NA,NA,NA
2,17,2,49,0,NA,NA
2,57,3,NA,NA,NA,NA
1,3,NA,39,0,41,4
2,1,0,24,8,27,12
2,20,4,NA,NA,NA,NA
2,14,1,36,0,43,6
1,19,4,36,0,NA,NA
2,35,8,NA,NA,NA,NA
1,3,0,24,0,30,8
1,14,8,34,0,37,0
1,7,2,31,5,37,6
2,33,3,62,0,NA,NA
1,30,6,NA,NA,NA,NA
2,15,3,34,0,39,6
1,59,0,NA,NA,NA,NA
1,9,NA,NA,NA,NA,NA
1,15,7,47,4,50,8
1,27,12,57,0,59,0
2,-2,NA,NA,NA,NA,NA
1,18,6,58,2,70,4
2,11,1,29,0,38,0
2,7,0,27,0,32,0
2,5,0,36,8,39,7
2,21,0,NA,NA,NA,NA
1,10,1,29,0,34,0
1,21,0,37,2,NA,NA
2,15,4,55,0,62,5
2,20,0,NA,NA,NA,NA
2,17,5,34,0,40,8
2,12,3,35,0,37,0
1,1,0,21,6,22,8
2,2,0,44,0,49,0
1,40,3,NA,NA,NA,NA
1,2,0,23,8,25,6
1,4,0,43,4,50,5
1,23,7,47,0,NA,NA
2,7,2,27,3,29,3
1,11,NA,28,3,33,6
1,29,2,NA,NA,NA,NA
1,53,5,NA,NA,NA,NA
1,51,9,76,0,83,5
2,62,0,NA,NA,NA,NA
1,39,7,NA,NA,NA,NA
1,6,0,35,0,NA,NA
1,14,3,45,0,55,5
1,25,8,60,6,68,3
2,3,0,23,4,27,8
2,48,0,NA,NA,NA,NA
2,65,0,NA,NA,NA,NA
1,24,4,NA,NA,NA,NA
1,32,0,NA,NA,NA,NA
1,7,1,45,0,55,5
2,18,0,NA,NA,NA,NA
2,35,4,NA,NA,NA,NA
2,2,0,26,4,NA,NA
2,7,0,25,5,30,6
2,3,0,27,0,32,6
2,17,0,53,0,56,8
2,32,0,NA,NA,NA,NA
2,68,0,NA,NA,NA,NA
2,6,0,30,0,37,8
2,0,0,21,6,27,4
1,2,0,35,8,38,6
2,21,3,NA,NA,NA,NA
2,41,0,NA,NA,NA,NA
2,8,2,36,5,38,2
1,44,7,NA,NA,NA,NA
1,10,NA,NA,NA,NA,NA
2,23,8,49,4,55,8
2,60,4,NA,NA,NA,NA
2,11,NA,NA,NA,NA,NA
1,20,4,68,2,NA,NA
2,3,0,30,0,35,5
2,6,1,31,2,43,9
1,60,2,NA,NA,NA,NA
2,35,0,NA,NA,NA,NA
2,43,0,NA,NA,NA,NA
2,0,0,21,5,NA,NA
2,2,0,39,0,NA,NA
1,52,0,NA,NA,NA,NA
2,17,2,NA,NA,NA,NA
2,16,5,32,7,37,0
2,15,NA,NA,NA,NA,NA
1,25,4,55,0,NA,NA
2,24,5,NA,NA,NA,NA
2,6,0,32,2,37,6
1,24,NA,43,2,49,8
2,13,3,33,0,41,8
2,7,0,42,0,NA,NA
1,0,0,23,0,34,8
1,6,1,31,0,NA,NA
1,41,8,NA,NA,NA,NA
2,7,1,53,0,NA,NA
2,15,2,38,0,NA,NA
1,50,8,NA,NA,NA,NA
2,8,1,28,4,35,9
1,25,12,NA,NA,NA,NA
2,1,0,17,4,NA,NA
2,45,0,NA,NA,NA,NA
2,31,3,60,4,62,4
1,15,4,40,0,NA,NA
1,14,3,32,5,NA,NA
2,10,NA,NA,NA,NA,NA
1,8,NA,NA,NA,NA,NA
1,13,2,55,2,55,4
2,9,0,32,6,NA,NA
2,7,0,24,0,26,0
2,7,1,55,3,56,7
1,49,0,NA,NA,NA,NA
1,7,0,30,0,34,8
2,25,NA,63,0,NA,NA
1,4,0,45,0,55,5
1,21,3,45,0,NA,NA
2,14,NA,NA,NA,NA,NA
1,4,0,26,4,NA,NA
1,18,6,50,0,NA,NA
2,7,0,32,0,NA,NA
1,3,0,31,2,47,3
2,6,NA,NA,NA,NA,NA
2,18,NA,NA,NA,NA,NA
1,25,2,51,0,NA,NA
1,1,NA,NA,NA,NA,NA
1,5,0,27,6,34,6
2,27,4,NA,NA,NA,NA
1,9,2,46,0,57,2
1,23,12,58,2,70,4
1,33,8,69,0,73,3
1,4,0,21,3,27,3
1,5,0,51,0,57,0
2,16,9,38,5,NA,NA
1,42,10,NA,NA,NA,NA
1,36,4,NA,NA,NA,NA
2,23,2,NA,NA,NA,NA
1,2,0,26,0,30,7
1,3,0,34,1,43,1
1,24,7,55,0,62,5
1,57,0,NA,NA,NA,NA
1,61,0,NA,NA,NA,NA
1,16,3,32,0,NA,NA
1,10,NA,NA,NA,NA,NA
1,52,3,NA,NA,NA,NA
1,3,0,25,0,29,8
1,30,8,NA,NA,NA,NA
2,27,3,NA,NA,NA,NA
2,12,2,33,2,NA,NA
1,9,0,32,0,43,1
2,31,0,59,0,NA,NA
1,53,7,NA,NA,NA,NA
1,17,0,62,0,NA,NA
1,16,7,38,4,NA,NA
1,15,5,34,0,37,6
1,0,0,34,6,28,12
1,24,0,50,0,52,0
2,8,1,28,7,32,14
1,14,NA,38,0,NA,NA
1,30,7,NA,NA,NA,NA
1,31,8,NA,NA,NA,NA
2,12,5,34,5,51,8
2,41,4,NA,NA,NA,NA
2,3,0,26,0,30,0
1,4,0,22,8,27,8
1,16,8,33,5,38,6
1,48,0,NA,NA,NA,NA
2,1,0,35,0,37,0
1,27,7,52,2,48,8
2,6,0,24,0,NA,NA
2,4,0,35,0,39,0
1,43,8,NA,NA,NA,NA
2,37,0,NA,NA,NA,NA
1,9,0,24,0,26,0
1,22,5,60,6,68,3
2,5,0,39,0,NA,NA
1,5,0,32,0,NA,NA
2,11,2,37,0,NA,NA
1,21,4,42,0,NA,NA
1,37,8,NA,NA,NA,NA
1,2,0,21,7,NA,NA
2,8,0,36,4,NA,NA
2,12,0,45,0,55,0
2,58,0,NA,NA,NA,NA
2,29,6,59,3,NA,NA
2,4,1,53,0,NA,NA
2,35,8,74,4,NA,NA
2,0,0,30,0,44,7
2,23,4,NA,NA,NA,NA
1,4,0,27,8,NA,NA
1,7,1,33,3,NA,NA
2,5,0,27,0,32,0
1,-2,0,NA,NA,NA,NA
1,12,2,57,3,NA,NA
2,30,0,NA,NA,NA,NA
2,18,8,33,5,39,8
1,2,0,31,0,37,0
2,6,1,37,0,NA,NA
2,11,4,31,8,NA,NA
1,18,5,42,0,NA,NA
2,59,3,NA,NA,NA,NA
1,32,7,NA,NA,NA,NA
2,3,NA,22,0,27,0
1,30,8,NA,NA,NA,NA
1,2,0,21,8,NA,NA
1,30,NA,NA,NA,NA,NA
2,5,0,24,1,33,8
1,86,5,NA,NA,NA,NA
2,33,5,NA,NA,NA,NA
1,62,13,NA,NA,NA,NA
2,6,0,25,0,30,5
1,29,7,51,0,59,0
2,48,0,NA,NA,NA,NA
2,0,0,17,6,26,8
1,2,0,28,10,32,8
1,37,6,NA,NA,NA,NA
2,8,NA,NA,NA,NA,NA
2,21,0,48,0,NA,NA
1,12,1,42,2,47,3
1,20,11,53,0,59,0
1,10,1,31,3,33,8
1,22,8,NA,NA,NA,NA
2,3,0,24,2,NA,NA
1,4,0,31,6,39,9
1,64,0,NA,NA,NA,NA
1,12,2,32,0,37,7
1,31,8,NA,NA,NA,NA
1,13,4,34,7,37,8
1,4,1,30,0,44,7
2,27,1,NA,NA,NA,NA
1,18,1,47,0,NA,NA
2,13,3,36,0,NA,NA
1,2,0,34,0,41,0
1,14,6,51,7,57,8
2,12,4,34,7,47,12
1,19,12,52,3,NA,NA
1,1,0,24,5,28,12
1,9,NA,NA,NA,NA,NA
2,16,5,35,0,39,9
2,25,8,NA,NA,NA,NA
2,36,8,63,0,NA,NA
1,21,9,NA,NA,NA,NA
1,29,8,NA,NA,NA,NA
1,10,1,35,5,49,5
1,18,6,35,5,49,5
1,29,4,51,0,NA,NA
2,32,11,NA,NA,NA,NA
1,33,10,NA,NA,NA,NA
2,8,0,33,0,NA,NA
1,6,0,32,0,NA,NA
1,2,0,26,4,NA,NA
2,1,0,21,5,31,7
1,13,2,37,2,NA,NA
2,47,0,NA,NA,NA,NA
2,18,3,35,0,NA,NA
1,2,0,29,0,33,0
2,35,6,NA,NA,NA,NA
1,1,0,37,0,45,0
1,1,0,34,5,51,8
2,24,3,NA,NA,NA,NA
1,8,0,24,7,23,5
2,37,0,NA,NA,NA,NA
2,11,1,42,4,47,7
1,2,0,23,0,NA,NA
1,37,5,NA,NA,NA,NA
1,49,0,NA,NA,NA,NA
1,50,5,NA,NA,NA,NA
2,8,0,27,0,29,4
2,5,0,41,0,NA,NA
2,1,0,24,0,NA,NA
1,17,5,46,0,51,0
1,30,2,NA,NA,NA,NA
2,6,0,25,0,NA,NA
2,33,0,NA,NA,NA,NA
2,2,0,24,0,27,0
2,30,6,NA,NA,NA,NA
1,15,NA,NA,NA,NA,NA
1,29,6,NA,NA,NA,NA
2,27,0,NA,NA,NA,NA
2,16,1,48,3,NA,NA
2,2,NA,NA,NA,NA,NA
2,5,1,25,0,27,8
2,33,0,NA,NA,NA,NA
1,18,3,47,2,52,0
1,7,1,41,0,33,8
2,45,5,NA,NA,NA,NA
1,36,4,NA,NA,NA,NA
1,18,0,52,3,55,3
1,7,0,27,0,32,6
1,43,0,NA,NA,NA,NA
2,37,0,NA,NA,NA,NA
2,15,NA,NA,NA,NA,NA
1,6,0,31,0,34,8
2,54,0,NA,NA,NA,NA
2,39,5,NA,NA,NA,NA
2,2,0,45,0,55,5
1,10,2,33,0,37,8
2,23,4,NA,NA,NA,NA
2,21,2,NA,NA,NA,NA
2,14,5,54,4,NA,NA
2,18,2,34,0,NA,NA
2,18,0,NA,NA,NA,NA
2,23,6,NA,NA,NA,NA
2,46,0,NA,NA,NA,NA
2,57,3,NA,NA,NA,NA
2,5,0,23,0,29,6
1,61,2,NA,NA,NA,NA
2,2,0,27,1,NA,NA
2,2,0,24,7,NA,NA
1,0,0,27,0,36,3
1,37,8,NA,NA,NA,NA
1,28,5,NA,NA,NA,NA
2,57,0,NA,NA,NA,NA
1,5,0,35,4,40,8
1,39,4,NA,NA,NA,NA
1,20,11,43,0,49,2
1,8,2,35,0,37,12
2,7,0,22,4,NA,NA
2,1,0,24,6,29,3
2,4,0,23,5,27,8
2,34,2,NA,NA,NA,NA
1,12,4,34,2,37,0
2,25,6,45,5,NA,NA
1,0,0,35,0,38,8
1,19,3,55,0,58,0
2,36,7,53,6,57,8
1,37,8,NA,NA,NA,NA
1,1,0,21,0,NA,NA
2,3,0,21,7,NA,NA
2,32,7,NA,NA,NA,NA
1,21,10,45,5,NA,NA
2,1,NA,38,0,NA,NA
2,1,0,25,5,30,5
1,16,6,45,0,NA,NA
2,20,3,45,3,55,4
2,12,4,49,0,51,2
2,10,3,35,6,39,8
1,11,2,31,0,NA,NA
1,19,11,45,0,NA,NA
2,32,0,NA,NA,NA,NA
2,31,0,NA,NA,NA,NA
1,35,14,59,0,69,0
2,21,8,49,0,NA,NA
2,26,0,NA,NA,NA,NA
2,19,0,57,0,52,0
2,64,0,NA,NA,NA,NA
2,8,1,37,3,39,8
2,0,0,46,0,51,0
1,3,0,34,0,37,5
1,26,0,NA,NA,NA,NA
2,9,2,53,0,NA,NA
1,3,0,19,0,30,0
1,0,0,34,3,37,8
1,34,0,NA,NA,NA,NA
2,25,5,-2,0,NA,NA
2,13,4,38,0,NA,NA
2,55,0,NA,NA,NA,NA
2,21,7,NA,NA,NA,NA
2,9,1,27,2,NA,NA
2,25,2,NA,NA,NA,NA
1,3,0,34,0,37,6
2,5,0,21,5,31,7
1,25,2,NA,NA,NA,NA
1,12,5,31,0,37,8
2,1,0,24,0,25,5
1,1,0,33,0,39,8
1,23,7,NA,NA,NA,NA
2,31,0,NA,NA,NA,NA
2,75,3,NA,NA,NA,NA
2,6,0,23,0,27,7
1,19,0,37,0,NA,NA
1,32,8,NA,NA,NA,NA
1,0,0,25,0,27,8
1,8,1,39,0,NA,NA
1,14,5,-2,4,NA,NA
1,17,0,50,0,NA,NA
2,57,2,NA,NA,NA,NA
1,26,8,NA,NA,NA,NA
2,2,0,23,0,30,0
2,13,NA,NA,NA,NA,NA
2,27,1,NA,NA,NA,NA
1,6,2,26,5,NA,NA
2,39,0,NA,NA,NA,NA
2,32,0,NA,NA,NA,NA
2,5,0,45,3,48,3
2,17,0,54,0,61,0
2,1,0,17,2,22,7
2,1,0,32,4,NA,NA
2,14,4,47,0,NA,NA
1,29,8,NA,NA,NA,NA
1,23,13,68,2,NA,NA
2,-2,NA,NA,NA,NA,NA
2,13,1,37,0,43,0
1,39,3,NA,NA,NA,NA
2,6,0,29,0,33,14
2,33,8,57,0,NA,NA
2,19,5,NA,NA,NA,NA
2,5,0,28,0,32,6
1,33,14,NA,NA,NA,NA
1,16,5,35,0,37,12
2,42,0,NA,NA,NA,NA
1,3,0,29,3,59,6
2,3,0,37,3,39,8
1,10,1,30,0,39,8
2,13,1,33,0,33,0
2,11,0,32,0,NA,NA
2,27,0,NA,NA,NA,NA
2,4,0,31,9,NA,NA
1,18,4,40,0,63,6
1,-2,NA,NA,NA,NA,NA
1,13,3,36,0,50,5
2,28,3,68,0,70,0
1,33,7,NA,NA,NA,NA
1,23,3,41,0,43,0
2,2,0,18,6,22,2
2,27,0,NA,NA,NA,NA
1,11,3,53,0,63,5
2,61,0,NA,NA,NA,NA
2,9,0,34,3,38,6
1,6,0,25,3,NA,NA
2,2,0,25,6,NA,NA
1,21,9,50,3,NA,NA
1,14,1,33,0,42,0
1,18,12,45,1,NA,NA
1,73,0,NA,NA,NA,NA
2,48,5,NA,NA,NA,NA
2,10,0,33,0,42,0
2,20,10,40,0,43,12
2,33,12,NA,NA,NA,NA
1,28,4,NA,NA,NA,NA
2,26,6,NA,NA,NA,NA
1,10,NA,NA,NA,NA,NA
1,46,1,NA,NA,NA,NA
1,9,0,32,0,NA,NA
1,18,NA,NA,NA,NA,NA
2,3,0,24,6,31,7
2,25,5,NA,NA,NA,NA
1,39,6,NA,NA,NA,NA
2,51,0,NA,NA,NA,NA
1,12,3,34,0,40,8
2,16,NA,NA,NA,NA,NA
2,8,NA,NA,NA,NA,NA
2,0,0,33,0,36,8
1,3,0,24,8,27,12
2,8,2,43,0,NA,NA
1,24,0,NA,NA,NA,NA
1,-2,0,NA,NA,NA,NA
1,10,NA,NA,NA,NA,NA
2,5,0,37,0,NA,NA
2,19,4,53,0,NA,NA
2,17,1,NA,NA,NA,NA
2,28,NA,NA,NA,NA,NA
1,9,0,29,6,33,8
2,55,7,76,0,83,5
2,2,0,23,4,24,13
2,1,0,43,0,53,5
1,5,0,37,0,45,0
2,24,0,NA,NA,NA,NA
2,0,0,16,6,NA,NA
1,31,3,NA,NA,NA,NA
1,5,1,27,3,33,3
1,5,0,18,8,49,8
2,14,3,32,7,38,2
2,26,0,NA,NA,NA,NA
1,26,5,58,0,55,5
2,3,0,36,2,39,8
2,11,0,46,0,51,0
2,31,6,NA,NA,NA,NA
2,12,3,42,0,NA,NA
1,5,1,30,0,39,8
2,27,0,NA,NA,NA,NA
2,46,0,NA,NA,NA,NA
1,18,0,37,0,NA,NA
1,25,6,NA,NA,NA,NA
2,14,3,40,5,43,8
1,29,2,NA,NA,NA,NA
2,9,2,29,8,29,8
2,64,3,NA,NA,NA,NA
1,17,4,55,3,56,7
1,16,NA,NA,NA,NA,NA
2,13,3,38,4,NA,NA
1,47,12,77,0,79,0
2,23,0,NA,NA,NA,NA
2,9,NA,NA,NA,NA,NA
2,10,2,39,4,NA,NA
1,22,7,47,0,NA,NA
2,30,0,NA,NA,NA,NA
2,22,9,47,0,49,0
1,13,0,37,0,NA,NA
1,16,3,36,0,NA,NA
1,21,0,50,3,NA,NA
2,12,1,36,0,43,6
2,36,0,NA,NA,NA,NA
2,68,2,NA,NA,NA,NA
1,17,8,50,0,NA,NA
1,13,4,49,1,79,0
2,63,0,NA,NA,NA,NA
2,65,0,NA,NA,NA,NA
2,39,0,NA,NA,NA,NA
2,61,2,NA,NA,NA,NA
1,19,5,42,0,NA,NA
2,44,0,NA,NA,NA,NA
1,21,13,37,13,42,10
1,21,NA,NA,NA,NA,NA
1,26,7,NA,NA,NA,NA
1,5,0,23,1,26,7
2,40,8,NA,NA,NA,NA
1,40,0,NA,NA,NA,NA
1,3,NA,29,4,31,8
2,3,0,23,0,34,0
2,16,5,35,0,39,8
1,6,1,27,0,30,7
2,49,0,NA,NA,NA,NA
2,39,0,NA,NA,NA,NA
1,35,5,NA,NA,NA,NA
2,8,0,30,3,39,4
1,64,0,NA,NA,NA,NA
2,25,5,NA,NA,NA,NA
2,9,1,41,0,NA,NA
2,14,3,28,0,34,6
1,12,6,37,0,NA,NA
1,16,8,35,0,37,12
1,27,8,NA,NA,NA,NA
2,0,0,23,7,28,14
1,13,5,47,6,52,6
1,27,8,NA,NA,NA,NA
2,17,5,31,0,39,8
