"male","age","ed","agem","edm","agef","edf"
1,2,0,31,0,NA,NA
1,7,0,33,10,37,8
1,2,0,25,3,32,3
1,18,0,34,0,NA,NA
1,7,0,47,0,NA,NA
1,48,3,NA,NA,NA,NA
2,9,NA,NA,NA,NA,NA
1,3,0,25,8,27,12
2,22,0,NA,NA,NA,NA
2,49,0,NA,NA,NA,NA
1,19,4,37,0,43,0
2,55,3,NA,NA,NA,NA
2,3,0,35,2,41,4
2,31,0,NA,NA,NA,NA
1,0,0,24,0,NA,NA
2,25,0,56,6,NA,NA
2,7,NA,NA,NA,NA,NA
2,0,0,25,3,29,8
2,49,0,NA,NA,NA,NA
2,3,0,33,2,NA,NA
1,14,7,35,5,NA,NA
2,7,2,37,0,NA,NA
1,2,0,25,7,NA,NA
2,4,1,35,8,39,12
1,12,2,40,3,NA,NA
1,21,0,NA,NA,NA,NA
1,44,0,NA,NA,NA,NA
1,7,3,27,2,NA,NA
1,4,0,26,4,33,8
1,39,8,NA,NA,NA,NA
1,1,0,27,8,29,10
1,39,3,NA,NA,NA,NA
1,25,7,41,0,NA,NA
2,14,4,58,4,NA,NA
1,2,0,39,5,NA,NA
2,23,0,NA,NA,NA,NA
2,7,0,24,12,26,12
1,12,NA,NA,NA,NA,NA
2,23,5,NA,NA,NA,NA
1,33,12,NA,NA,NA,NA
1,35,8,NA,NA,NA,NA
1,22,5,62,3,NA,NA
2,11,0,46,0,50,0
2,12,0,-2,0,NA,NA
2,5,0,25,0,36,7
1,23,7,46,7,50,0
1,1,0,20,7,NA,NA
2,53,0,NA,NA,NA,NA
2,18,4,43,4,NA,NA
1,40,5,NA,NA,NA,NA
2,8,2,28,2,33,11
2,3,0,24,0,26,0
1,26,6,NA,NA,NA,NA
1,5,0,23,0,34,0
2,1,0,21,0,NA,NA
2,12,4,32,2,48,4
1,5,0,45,5,NA,NA
2,5,1,29,0,NA,NA
2,23,1,NA,NA,NA,NA
2,5,0,26,0,NA,NA
1,65,1,NA,NA,NA,NA
2,0,0,33,2,39,7
1,11,3,28,6,NA,NA
2,46,7,NA,NA,NA,NA
2,0,0,53,0,NA,NA
2,15,4,30,4,33,7
2,9,3,27,4,NA,NA
1,63,6,NA,NA,NA,NA
1,25,3,57,0,59,0
1,7,1,22,3,39,10
1,33,5,NA,NA,NA,NA
1,3,0,21,0,28,6
2,8,0,27,2,36,8
1,39,5,NA,NA,NA,NA
1,22,NA,NA,NA,NA,NA
2,20,4,40,0,NA,NA
1,22,3,NA,NA,NA,NA
2,3,0,45,3,48,3
1,2,0,23,5,29,7
1,47,8,NA,NA,NA,NA
1,29,0,NA,NA,NA,NA
2,35,0,NA,NA,NA,NA
2,2,0,27,0,30,7
1,64,NA,NA,NA,NA,NA
2,8,2,47,0,NA,NA
1,3,0,25,5,30,5
2,5,0,22,4,NA,NA
2,35,0,NA,NA,NA,NA
1,14,5,38,0,43,5
2,13,0,41,8,NA,NA
2,6,1,23,6,27,0
1,0,0,33,8,37,8
1,5,0,27,0,32,6
2,8,4,41,0,NA,NA
2,64,0,NA,NA,NA,NA
2,5,0,29,4,33,12
1,-2,NA,NA,NA,NA,NA
2,8,NA,NA,NA,NA,NA
2,23,0,NA,NA,NA,NA
2,45,0,NA,NA,NA,NA
2,25,7,NA,NA,NA,NA
2,23,10,NA,NA,NA,NA
2,3,0,18,8,49,8
2,7,2,28,0,NA,NA
1,27,0,NA,NA,NA,NA
2,9,1,30,0,NA,NA
2,20,8,38,1,42,0
2,27,7,NA,NA,NA,NA
2,20,8,NA,NA,NA,NA
2,10,0,25,0,27,0
2,9,0,32,0,NA,NA
2,21,0,NA,NA,NA,NA
1,33,8,NA,NA,NA,NA
2,19,7,NA,NA,NA,NA
1,2,0,25,0,30,7
1,12,4,37,8,39,2
1,7,0,35,3,NA,NA
1,8,2,45,5,NA,NA
2,21,1,NA,NA,NA,NA
1,12,5,51,0,60,0
1,1,0,21,7,NA,NA
2,4,0,35,8,38,6
1,13,2,37,0,44,0
1,26,5,NA,NA,NA,NA
1,21,1,46,2,52,0
2,12,3,34,0,37,5
1,7,0,32,0,43,1
2,53,0,NA,NA,NA,NA
1,13,0,36,0,NA,NA
2,2,0,23,7,28,14
1,14,5,39,0,NA,NA
1,1,0,31,2,47,3
2,21,0,41,0,43,0
2,8,0,32,0,33,4
2,7,1,39,4,NA,NA
1,6,1,26,4,NA,NA
1,10,5,49,0,51,5
2,18,9,47,0,48,7
2,21,3,NA,NA,NA,NA
1,15,3,45,5,NA,NA
2,45,3,NA,NA,NA,NA
2,77,0,NA,NA,NA,NA
1,21,0,NA,NA,NA,NA
2,58,0,NA,NA,NA,NA
1,12,5,30,0,44,7
1,11,2,33,10,37,8
1,41,6,NA,NA,NA,NA
2,24,0,54,0,NA,NA
2,12,4,47,0,NA,NA
1,25,5,NA,NA,NA,NA
1,49,0,NA,NA,NA,NA
1,0,0,25,3,32,3
2,33,0,NA,NA,NA,NA
2,53,0,NA,NA,NA,NA
2,43,0,NA,NA,NA,NA
1,1,0,23,0,34,0
2,53,6,NA,NA,NA,NA
2,18,1,NA,NA,NA,NA
2,28,0,NA,NA,NA,NA
1,10,2,31,0,NA,NA
1,5,0,23,0,NA,NA
2,17,4,47,6,52,6
2,16,7,46,0,NA,NA
1,20,2,58,0,NA,NA
2,1,0,25,0,27,0
1,5,0,27,6,NA,NA
1,66,0,NA,NA,NA,NA
2,23,2,NA,NA,NA,NA
2,5,0,23,4,27,8
2,1,0,25,7,29,8
2,11,2,35,4,40,8
2,3,0,22,6,26,14
2,36,0,NA,NA,NA,NA
2,8,0,36,5,NA,NA
2,7,NA,33,6,39,0
1,14,3,39,0,49,8
1,1,0,18,10,NA,NA
1,30,7,NA,NA,NA,NA
1,2,0,19,5,24,8
2,10,2,31,0,41,8
2,0,0,37,3,39,8
1,18,4,44,0,NA,NA
1,6,0,21,7,25,5
2,17,3,37,0,41,0
2,3,0,23,7,30,7
1,7,2,27,4,NA,NA
1,37,8,NA,NA,NA,NA
1,6,0,29,0,32,8
1,23,3,57,0,59,0
2,44,0,NA,NA,NA,NA
1,8,2,32,6,NA,NA
2,34,0,NA,NA,NA,NA
2,2,0,22,5,25,6
1,7,0,37,2,48,5
2,8,1,39,0,45,8
1,59,2,NA,NA,NA,NA
1,16,NA,NA,NA,NA,NA
2,18,0,NA,NA,NA,NA
1,47,3,NA,NA,NA,NA
2,1,0,23,3,32,8
1,23,0,48,0,NA,NA
1,2,0,27,0,NA,NA
2,23,0,NA,NA,NA,NA
1,55,3,NA,NA,NA,NA
2,28,0,NA,NA,NA,NA
1,23,4,53,0,NA,NA
2,32,5,NA,NA,NA,NA
2,27,3,NA,NA,NA,NA
1,1,0,24,0,28,4
2,58,0,NA,NA,NA,NA
2,5,0,39,5,NA,NA
1,19,0,51,0,60,0
1,10,4,36,8,49,8
2,27,0,NA,NA,NA,NA
1,40,4,NA,NA,NA,NA
1,32,8,NA,NA,NA,NA
2,28,6,NA,NA,NA,NA
2,19,4,NA,NA,NA,NA
1,30,7,NA,NA,NA,NA
2,1,0,37,0,NA,NA
2,36,7,NA,NA,NA,NA
2,24,0,NA,NA,NA,NA
1,4,0,25,5,29,8
2,24,2,54,0,NA,NA
2,39,0,NA,NA,NA,NA
1,10,1,30,0,33,5
1,34,0,NA,NA,NA,NA
1,2,0,25,3,30,7
2,11,NA,NA,NA,NA,NA
2,3,0,33,0,37,0
1,7,0,25,3,32,3
1,50,7,NA,NA,NA,NA
2,16,0,NA,NA,NA,NA
2,12,0,27,0,28,3
1,10,0,35,0,39,8
1,11,2,31,0,39,8
1,7,4,25,0,41,12
2,16,8,52,0,NA,NA
2,0,0,41,0,NA,NA
2,0,0,23,8,25,6
2,52,3,NA,NA,NA,NA
2,11,2,30,4,33,7
2,1,0,27,6,NA,NA
1,65,0,NA,NA,NA,NA
1,0,0,21,0,25,0
1,5,0,24,0,28,2
2,8,0,32,0,NA,NA
2,40,0,NA,NA,NA,NA
2,1,0,34,0,40,5
1,75,0,NA,NA,NA,NA
2,11,1,37,0,NA,NA
1,0,0,23,4,27,6
2,16,NA,33,6,39,0
2,46,0,NA,NA,NA,NA
2,9,2,29,8,NA,NA
2,69,0,NA,NA,NA,NA
1,57,7,NA,NA,NA,NA
2,27,0,NA,NA,NA,NA
1,1,NA,NA,NA,NA,NA
1,6,0,28,0,33,3
2,1,0,23,2,29,8
1,4,0,30,7,37,12
2,5,0,29,2,31,8
2,21,0,NA,NA,NA,NA
2,34,7,NA,NA,NA,NA
2,28,2,46,0,NA,NA
2,10,1,45,0,52,4
1,21,0,65,0,NA,NA
2,48,0,NA,NA,NA,NA
2,41,0,NA,NA,NA,NA
2,22,3,NA,NA,NA,NA
2,35,0,61,0,NA,NA
2,37,0,NA,NA,NA,NA
2,16,7,45,5,NA,NA
1,5,0,33,7,37,8
1,25,0,40,0,NA,NA
1,2,0,24,0,NA,NA
1,50,4,NA,NA,NA,NA
1,2,0,27,5,33,7
2,17,5,35,0,38,8
2,32,0,49,0,55,0
1,3,0,28,4,33,14
1,7,0,21,0,NA,NA
2,44,0,NA,NA,NA,NA
1,14,3,29,8,NA,NA
1,3,0,21,8,27,6
1,37,8,NA,NA,NA,NA
2,37,0,NA,NA,NA,NA
2,30,11,NA,NA,NA,NA
2,2,0,22,8,28,12
1,27,12,NA,NA,NA,NA
2,14,4,29,0,NA,NA
1,8,0,49,0,55,4
2,39,0,NA,NA,NA,NA
1,7,0,22,0,25,5
2,17,2,NA,NA,NA,NA
1,10,0,41,0,43,0
2,11,5,35,4,NA,NA
2,18,6,55,0,62,5
1,6,0,27,0,NA,NA
2,52,3,NA,NA,NA,NA
2,11,2,35,0,43,0
2,36,3,59,0,61,0
1,57,6,NA,NA,NA,NA
2,3,0,23,10,33,7
2,4,0,38,0,43,5
2,63,0,NA,NA,NA,NA
1,1,0,23,0,25,7
1,1,0,25,4,34,5
2,20,2,54,0,61,0
1,-2,NA,NA,NA,NA,NA
1,10,0,28,0,30,8
2,3,0,21,0,NA,NA
2,22,3,NA,NA,NA,NA
1,7,0,46,0,50,0
2,13,4,55,0,64,0
1,33,8,NA,NA,NA,NA
1,39,3,NA,NA,NA,NA
1,18,5,58,0,63,4
1,1,0,21,6,27,9
1,23,0,NA,NA,NA,NA
2,39,4,NA,NA,NA,NA
2,5,0,30,0,34,8
1,19,0,44,0,49,0
1,57,14,NA,NA,NA,NA
1,30,7,NA,NA,NA,NA
1,7,0,43,0,48,NA
1,2,0,24,2,30,7
2,7,0,34,7,37,8
1,5,0,20,8,28,8
1,21,0,40,0,NA,NA
2,22,12,NA,NA,NA,NA
2,25,0,NA,NA,NA,NA
1,27,8,NA,NA,NA,NA
2,7,0,45,0,NA,NA
2,29,0,NA,NA,NA,NA
2,7,1,38,0,NA,NA
1,28,3,NA,NA,NA,NA
1,1,0,21,6,30,12
1,5,0,32,11,33,14
1,7,1,33,2,NA,NA
2,16,4,40,3,NA,NA
2,56,0,NA,NA,NA,NA
2,46,2,59,0,NA,NA
2,4,0,40,0,63,6
1,18,8,38,5,NA,NA
2,39,2,NA,NA,NA,NA
1,11,4,42,0,47,0
2,4,0,29,0,33,0
1,42,0,NA,NA,NA,NA
1,4,0,39,4,NA,NA
1,1,0,21,7,28,0
2,25,4,NA,NA,NA,NA
1,36,6,NA,NA,NA,NA
2,13,NA,55,4,57,5
1,28,9,NA,NA,NA,NA
2,5,0,35,0,38,8
1,5,0,27,7,NA,NA
2,41,0,NA,NA,NA,NA
2,33,0,59,0,NA,NA
2,22,11,40,0,43,12
2,8,0,48,5,56,3
1,35,2,NA,NA,NA,NA
2,21,5,41,0,NA,NA
1,2,0,21,0,27,3
2,46,4,NA,NA,NA,NA
1,13,NA,NA,NA,NA,NA
2,9,2,38,0,49,4
2,24,6,45,5,NA,NA
1,0,0,19,2,26,0
1,11,0,33,6,35,6
1,21,12,59,0,61,0
1,4,0,41,8,NA,NA
1,52,5,NA,NA,NA,NA
2,25,0,NA,NA,NA,NA
1,32,0,NA,NA,NA,NA
2,21,0,NA,NA,NA,NA
2,6,1,24,8,NA,NA
1,2,0,21,8,23,12
1,15,0,51,1,NA,NA
1,5,0,31,0,35,7
1,57,0,NA,NA,NA,NA
2,31,0,NA,NA,NA,NA
1,17,0,48,0,NA,NA
2,21,6,NA,NA,NA,NA
1,60,0,NA,NA,NA,NA
2,15,3,41,0,33,8
2,8,NA,NA,NA,NA,NA
2,14,1,46,7,50,0
1,28,8,NA,NA,NA,NA
2,1,0,35,2,41,4
2,2,0,29,4,43,6
1,38,10,NA,NA,NA,NA
1,57,0,NA,NA,NA,NA
2,9,0,30,4,33,7
1,14,5,35,5,49,5
2,36,0,NA,NA,NA,NA
1,22,6,62,0,NA,NA
1,20,8,53,2,62,0
1,43,7,NA,NA,NA,NA
1,3,0,23,0,NA,NA
2,2,0,27,0,NA,NA
1,22,11,55,7,NA,NA
2,3,0,23,2,NA,NA
1,17,8,59,0,61,0
2,6,1,51,0,58,12
2,52,0,NA,NA,NA,NA
2,23,8,NA,NA,NA,NA
1,9,0,29,0,33,0
2,24,0,NA,NA,NA,NA
1,10,1,38,0,NA,NA
2,43,0,NA,NA,NA,NA
1,1,0,35,0,39,9
1,29,10,NA,NA,NA,NA
1,13,3,53,0,NA,NA
2,1,0,33,7,37,8
2,8,2,51,0,58,12
2,31,0,NA,NA,NA,NA
2,27,0,NA,NA,NA,NA
1,5,0,29,0,31,0
1,21,8,51,0,60,0
2,45,0,NA,NA,NA,NA
1,14,4,47,4,NA,NA
1,7,0,29,0,NA,NA
1,49,0,NA,NA,NA,NA
2,25,0,NA,NA,NA,NA
2,4,0,31,3,33,8
2,11,3,27,0,30,8
2,45,0,NA,NA,NA,NA
2,12,3,46,0,57,2
1,11,0,46,7,50,0
1,1,0,32,12,36,12
1,6,0,40,0,NA,NA
1,13,0,54,0,NA,NA
2,13,2,34,0,NA,NA
1,28,14,NA,NA,NA,NA
2,16,4,NA,NA,NA,NA
1,47,8,NA,NA,NA,NA
2,74,0,NA,NA,NA,NA
1,3,0,27,2,NA,NA
1,1,0,29,0,34,8
1,32,8,NA,NA,NA,NA
1,28,0,NA,NA,NA,NA
2,18,6,NA,NA,NA,NA
1,29,7,NA,NA,NA,NA
2,53,0,NA,NA,NA,NA
1,37,5,NA,NA,NA,NA
1,-2,0,NA,NA,NA,NA
2,34,3,49,5,NA,NA
2,57,2,NA,NA,NA,NA
1,9,0,37,0,41,0
2,6,1,26,0,37,4
2,2,0,21,5,NA,NA
2,13,4,33,10,37,8
1,23,8,NA,NA,NA,NA
1,14,8,39,5,NA,NA
2,8,1,25,0,NA,NA
1,12,2,32,0,NA,NA
1,5,0,32,5,37,5
1,40,5,NA,NA,NA,NA
1,8,2,30,2,37,8
1,4,0,23,1,27,6
1,72,0,NA,NA,NA,NA
1,31,8,NA,NA,NA,NA
2,24,9,41,0,43,0
1,10,3,55,0,NA,NA
2,0,0,17,3,27,5
2,22,8,NA,NA,NA,NA
1,10,2,30,6,NA,NA
1,43,9,NA,NA,NA,NA
1,22,5,56,0,NA,NA
2,9,1,29,8,NA,NA
1,38,6,47,0,NA,NA
2,3,0,31,0,NA,NA
2,33,4,NA,NA,NA,NA
1,1,0,35,0,36,4
2,35,0,NA,NA,NA,NA
2,24,0,NA,NA,NA,NA
1,1,NA,34,0,39,6
2,8,0,31,0,37,8
2,57,0,NA,NA,NA,NA
1,2,0,17,5,21,3
1,22,8,NA,NA,NA,NA
2,11,2,44,0,NA,NA
1,29,0,NA,NA,NA,NA
2,13,0,33,6,35,6
2,8,NA,NA,NA,NA,NA
1,16,7,49,0,51,5
1,13,NA,NA,NA,NA,NA
2,22,2,NA,NA,NA,NA
1,14,7,51,0,60,0
2,33,2,NA,NA,NA,NA
1,37,10,NA,NA,NA,NA
2,27,3,NA,NA,NA,NA
2,31,3,NA,NA,NA,NA
1,0,0,41,0,39,3
1,6,NA,NA,NA,NA,NA
2,49,0,71,0,NA,NA
1,29,4,NA,NA,NA,NA
1,0,0,21,0,27,3
2,16,5,NA,NA,NA,NA
2,13,3,32,4,NA,NA
2,31,0,54,0,NA,NA
1,10,0,36,0,43,6
1,45,8,NA,NA,NA,NA
1,9,0,33,10,37,8
1,49,0,NA,NA,NA,NA
1,11,0,29,0,35,8
1,33,8,NA,NA,NA,NA
1,33,14,NA,NA,NA,NA
2,22,4,45,0,52,4
2,25,8,NA,NA,NA,NA
1,3,NA,27,3,NA,NA
2,59,0,NA,NA,NA,NA
1,41,8,NA,NA,NA,NA
1,60,0,NA,NA,NA,NA
1,1,0,48,0,67,5
2,6,1,25,6,30,12
2,32,0,NA,NA,NA,NA
2,37,8,56,0,62,9
2,11,NA,NA,NA,NA,NA
2,33,4,NA,NA,NA,NA
2,47,0,NA,NA,NA,NA
2,8,NA,28,0,NA,NA
2,0,0,27,6,34,6
2,73,0,NA,NA,NA,NA
2,23,7,NA,NA,NA,NA
1,53,3,NA,NA,NA,NA
1,62,3,NA,NA,NA,NA
2,7,2,25,8,32,8
1,1,0,26,0,33,6
2,41,0,NA,NA,NA,NA
1,21,2,NA,NA,NA,NA
2,10,2,35,0,NA,NA
1,14,NA,NA,NA,NA,NA
1,49,5,NA,NA,NA,NA
1,8,2,28,0,29,6
1,33,7,NA,NA,NA,NA
2,9,2,49,0,51,2
1,23,7,50,0,NA,NA
2,17,4,50,3,NA,NA
1,19,6,NA,NA,NA,NA
2,33,2,58,0,NA,NA
2,9,0,31,0,NA,NA
2,68,2,NA,NA,NA,NA
2,13,4,45,2,49,0
2,21,8,NA,NA,NA,NA
1,1,0,31,7,NA,NA
2,9,3,41,0,37,8
2,5,0,31,8,44,8
2,6,1,24,0,28,0
1,2,0,46,0,51,0
2,10,0,29,0,33,8
2,21,0,NA,NA,NA,NA
2,22,8,NA,NA,NA,NA
2,6,0,25,0,32,7
1,3,0,41,0,39,3
2,24,0,NA,NA,NA,NA
2,3,0,22,0,25,5
2,1,NA,21,12,NA,NA
1,0,0,33,0,41,8
1,22,4,NA,NA,NA,NA
1,5,0,30,3,39,4
2,10,2,31,6,NA,NA
2,27,3,NA,NA,NA,NA
1,14,4,41,0,42,5
1,27,3,51,0,NA,NA
2,13,0,37,0,39,0
1,25,12,51,7,57,8
2,14,NA,NA,NA,NA,NA
2,9,3,26,0,NA,NA
2,56,0,NA,NA,NA,NA
1,7,1,23,2,29,8
2,5,0,22,0,31,4
1,26,0,52,0,NA,NA
1,11,0,30,0,32,0
1,11,0,35,0,NA,NA
2,30,6,NA,NA,NA,NA
2,9,3,27,0,30,8
1,23,5,NA,NA,NA,NA
1,14,NA,NA,NA,NA,NA
1,10,3,33,0,41,8
2,6,1,33,0,NA,NA
2,10,3,47,0,NA,NA
2,8,1,30,6,33,8
1,42,5,NA,NA,NA,NA
2,41,0,NA,NA,NA,NA
2,3,0,29,5,NA,4
1,3,0,21,0,25,1
2,5,NA,NA,NA,NA,NA
2,0,0,25,0,NA,NA
2,36,5,55,2,62,3
1,14,4,41,0,49,4
1,16,5,53,3,57,5
1,2,0,20,4,23,7
1,5,0,38,0,45,8
1,3,0,22,0,30,6
2,37,0,NA,NA,NA,NA
2,59,0,NA,NA,NA,NA
1,0,0,25,5,NA,NA
2,12,6,32,0,NA,NA
1,7,0,25,7,29,8
1,25,3,51,0,NA,NA
1,27,8,NA,NA,NA,NA
1,18,0,48,6,NA,NA
1,43,0,NA,NA,NA,NA
1,4,0,26,2,29,0
1,60,3,NA,NA,NA,NA
1,34,0,NA,NA,NA,NA
2,31,0,NA,NA,NA,NA
1,2,0,23,8,27,8
1,58,0,NA,NA,NA,NA
2,22,1,NA,NA,NA,NA
1,26,14,49,4,55,8
1,15,0,50,0,NA,NA
2,5,0,29,0,NA,NA
2,33,0,NA,NA,NA,NA
2,37,0,NA,NA,NA,NA
2,13,3,32,0,NA,NA
1,26,2,NA,NA,NA,NA
2,4,0,23,2,29,8
2,54,0,NA,NA,NA,NA
2,29,6,NA,NA,NA,NA
2,22,3,NA,NA,NA,NA
1,19,11,75,3,NA,NA
2,25,0,NA,NA,NA,NA
1,8,5,27,2,33,8
1,0,NA,29,0,35,8
2,23,3,37,2,39,3
2,3,0,44,5,50,7
2,17,6,34,4,40,4
2,32,0,NA,NA,NA,NA
2,19,0,38,0,45,8
1,16,6,42,0,NA,NA
1,36,12,NA,NA,NA,NA
1,15,4,40,0,63,6
2,1,0,27,0,NA,NA
2,1,0,30,0,34,7
2,1,0,33,3,NA,NA
1,27,12,NA,NA,NA,NA
2,38,4,NA,NA,NA,NA
1,14,3,39,0,NA,NA
2,0,0,14,0,22,7
1,5,0,24,0,26,0
1,34,14,NA,NA,NA,NA
1,17,5,66,0,72,0
1,1,0,20,4,23,8
1,7,1,38,0,43,5
2,8,0,31,0,37,0
2,45,0,61,2,NA,NA
2,7,2,26,0,NA,NA
1,14,4,43,4,50,5
1,0,0,21,0,29,0
2,12,NA,NA,NA,NA,NA
2,54,0,NA,NA,NA,NA
2,20,6,NA,NA,NA,NA
1,8,0,39,0,49,8
2,4,0,23,6,27,0
2,5,0,24,6,31,7
1,12,5,35,5,NA,NA
2,25,3,48,0,NA,NA
2,36,0,NA,NA,NA,NA
1,9,0,34,1,43,1
1,16,5,35,2,41,4
1,37,6,NA,NA,NA,NA
1,27,7,NA,NA,NA,NA
1,27,8,NA,NA,NA,NA
2,1,0,34,0,37,6
2,18,3,NA,NA,NA,NA
1,15,7,52,0,55,0
2,5,0,23,8,27,8
1,16,6,55,0,64,0
2,28,0,NA,NA,NA,NA
2,27,3,NA,NA,NA,NA
1,13,0,45,0,47,5
1,1,0,23,0,29,6
1,18,8,39,0,41,4
2,15,4,31,6,39,9
1,23,9,41,0,NA,NA
2,1,0,27,8,35,8
2,31,7,53,4,57,10
2,12,3,43,0,53,5
1,3,0,27,0,30,8
2,10,0,33,0,NA,NA
1,19,6,38,0,NA,NA
1,3,0,27,0,32,0
2,16,0,44,0,49,0
1,10,NA,NA,NA,NA,NA
1,11,3,34,0,39,6
2,0,0,24,0,32,8
1,1,0,33,2,33,0
1,50,0,NA,NA,NA,NA
1,20,0,55,0,62,5
1,21,8,36,0,NA,NA
1,10,2,27,0,30,0
1,55,5,NA,NA,NA,NA
2,34,0,NA,NA,NA,NA
1,4,1,41,0,NA,NA
2,9,0,38,3,NA,NA
2,30,3,NA,NA,NA,NA
1,55,2,NA,NA,NA,NA
2,19,6,51,1,NA,NA
2,30,0,NA,NA,NA,NA
2,70,0,NA,NA,NA,NA
1,13,NA,NA,NA,NA,NA
2,23,8,NA,NA,NA,NA
1,29,6,NA,NA,NA,NA
2,7,1,28,6,NA,NA
2,5,1,23,6,26,3
1,17,4,38,0,NA,NA
1,3,0,33,0,36,8
2,15,8,30,6,32,8
2,9,2,30,0,36,0
2,27,5,NA,NA,NA,NA
1,1,0,24,8,25,12
1,35,8,NA,NA,NA,NA
2,74,0,NA,NA,NA,NA
2,38,0,NA,NA,NA,NA
2,22,NA,NA,NA,NA,NA
1,78,0,NA,NA,NA,NA
2,3,0,21,0,NA,NA
2,18,4,NA,NA,NA,NA
1,28,12,NA,NA,NA,NA
1,3,0,18,10,NA,NA
1,10,0,43,0,NA,NA
1,30,6,NA,NA,NA,NA
2,38,0,NA,NA,NA,NA
2,10,NA,36,5,NA,NA
2,12,2,32,0,NA,NA
2,9,NA,NA,NA,NA,NA
2,33,0,NA,NA,NA,NA
1,32,14,NA,NA,NA,NA
2,5,0,35,0,39,8
1,48,14,NA,NA,NA,NA
2,37,0,31,0,NA,NA
2,15,NA,55,4,57,5
2,21,7,NA,NA,NA,NA
2,13,2,53,2,62,0
1,4,0,39,0,NA,NA
1,2,0,31,0,NA,NA
2,-2,0,NA,NA,NA,NA
1,2,0,30,0,33,5
2,6,0,23,0,33,5
1,6,0,27,6,33,10
1,12,2,29,8,NA,NA
2,1,0,30,0,37,0
2,14,4,38,0,NA,NA
2,21,0,NA,NA,NA,NA
2,48,0,NA,NA,NA,NA
2,10,3,27,0,30,7
2,12,NA,NA,NA,NA,NA
2,34,0,NA,NA,NA,NA
2,26,4,NA,NA,NA,NA
2,28,7,NA,NA,NA,NA
2,26,7,NA,NA,NA,NA
1,24,5,NA,NA,NA,NA
2,3,NA,25,8,29,8
1,25,7,48,6,NA,NA
2,5,0,25,0,NA,NA
2,25,4,NA,NA,NA,NA
2,49,8,NA,NA,NA,NA
1,6,NA,NA,NA,NA,NA
1,37,12,NA,NA,NA,NA
2,8,1,30,0,39,8
1,9,1,27,3,NA,NA
1,1,0,40,5,43,8
2,5,0,23,0,30,0
2,11,NA,NA,NA,NA,NA
1,13,6,33,12,NA,NA
2,23,8,NA,NA,NA,NA
1,23,0,NA,NA,NA,NA
2,33,5,NA,NA,NA,NA
1,5,0,30,4,33,7
1,2,0,29,0,32,8
1,29,8,NA,NA,NA,NA
2,34,0,NA,NA,NA,NA
1,41,0,NA,NA,NA,NA
1,3,0,20,7,30,5
2,16,NA,40,0,42,NA
2,38,4,NA,NA,NA,NA
2,24,0,NA,NA,NA,NA
1,27,14,51,4,57,14
1,3,0,27,2,36,8
1,27,12,51,7,57,8
1,57,0,NA,NA,NA,NA
2,17,7,36,2,39,8
1,0,0,41,0,NA,NA
2,20,4,NA,NA,NA,NA
