"mainsub","relathh","male","age","hhgardsize","agem","gardsizem"
1,1,1,35,1.5,NA,NA
1,1,1,40,1,NA,NA
1,1,1,52,2,NA,NA
1,18,1,10,0.5,NA,NA
1,5,2,16,5,52,5
1,5,2,3,2.5,27,2.5
1,6,1,18,5,58,5
1,2,2,23,2,NA,NA
1,1,1,29,2,NA,NA
1,2,2,47,3.5,NA,NA
1,5,2,10,2.5,31,2.5
1,6,1,10,3.5,40,3.5
1,5,2,3,1,23,1
1,6,1,19,6,33,6
1,54,1,5,2,NA,NA
6,19,2,-2,11.5,NA,NA
1,5,2,3,2,24,2
1,5,2,1,4,23,4
1,5,2,8,5,36,5
1,17,2,10,2.5,NA,NA
1,5,2,8,3,25,3
1,6,1,3,1.5,27,1.5
1,6,1,16,3,46,3
1,2,2,52,2,NA,NA
1,6,1,18,3,32,3
1,6,1,15,2,36,2
1,5,2,15,2,31,2
1,6,1,3,2,25,2
4,6,1,6,NA,27,NA
6,6,1,23,NA,47,NA
1,5,2,0,8,27,8
1,5,2,3,2,35,2
1,6,1,7,3.5,28,3.5
4,2,2,23,NA,NA,NA
1,6,1,4,3,29,3
1,6,1,4,2.5,32,2.5
1,5,2,24,2,42,2
1,6,1,20,2,44,2
1,2,2,31,2,NA,NA
1,6,1,10,1.5,27,1.5
1,1,2,26,1,53,3
1,1,2,68,4,NA,NA
1,5,2,3,2,24,2
1,5,2,10,5,39,5
1,5,2,10,2,33,2
3,5,2,1,NA,25,NA
7,2,2,20,NA,NA,NA
1,6,1,6,2,31,2
1,6,1,5,2,24,2
1,1,1,33,2,NA,NA
6,47,1,-2,18,NA,NA
4,18,1,4,NA,NA,NA
1,2,2,34,5,NA,NA
1,1,1,57,5,NA,NA
1,2,2,37,7,NA,NA
1,6,1,14,2,37,2
1,6,1,1,2,25,2
1,5,2,5,1,22,1
1,6,1,0,2,25,2
1,5,2,16,2,34,2
1,6,1,18,2,42,2
1,6,1,18,2,48,2
6,1,1,28,NA,NA,NA
1,6,1,14,2.5,46,2.5
1,6,1,18,1.5,36,1.5
1,1,2,37,1.5,56,2
1,1,2,57,2.5,NA,NA
1,6,1,4,2,47,2
1,5,2,0,2,45,2
1,5,2,1,1,22,1
1,5,2,9,3,27,3
1,2,2,21,2.5,NA,NA
1,5,2,21,2,37,2
1,6,1,20,2,53,2
1,6,1,1,2.5,23,2.5
1,2,2,34,2,NA,NA
1,2,2,26,4.5,NA,NA
1,5,2,3,2,25,2
2,6,1,6,4.5,31,4.5
1,1,1,43,3.5,NA,NA
1,2,2,21,2,44,4
1,5,2,6,0.5,32,0.5
6,6,1,2,NA,24,NA
1,2,2,41,2,NA,NA
1,2,2,50,4,NA,NA
1,2,2,28,1.5,NA,NA
1,5,2,3,3,24,3
1,1,2,30,1,NA,NA
1,17,2,3,1,NA,NA
1,1,1,37,2,NA,NA
1,1,1,37,1,NA,NA
1,1,2,35,2,NA,NA
1,1,1,41,2,NA,NA
1,2,2,47,2,68,2
1,6,1,16,1,63,1
1,5,2,3,2,25,2
1,6,1,13,2,37,2
1,6,1,12,1.5,39,1.5
1,2,2,51,2,NA,NA
1,5,2,16,2.5,55,2.5
5,2,2,32,NA,NA,NA
1,6,1,0,1.5,34,1.5
1,2,2,55,2.5,NA,NA
1,5,2,16,4,48,4
1,1,1,45,2,NA,NA
1,5,2,7,2,23,2
2,1,1,33,4.5,NA,NA
1,1,2,45,3,NA,NA
1,5,2,17,5.5,34,5.5
1,6,1,13,4,38,4
1,5,2,2,3.75,25,3.75
1,1,1,29,2,NA,NA
1,6,1,2,0.5,31,0.5
1,2,2,21,1,NA,NA
4,6,1,12,NA,26,NA
1,5,2,0,2,23,2
1,2,2,42,1,NA,NA
1,1,2,23,1,NA,NA
1,6,1,5,2.5,39,2.5
1,5,2,9,3,31,3
1,1,1,56,4,NA,NA
1,6,1,2,2,25,2
3,1,1,26,NA,NA,NA
1,2,2,22,2,NA,NA
1,5,2,1,2,34,2
2,6,1,5,NA,33,NA
1,1,1,39,7,NA,NA
1,5,2,15,3,30,3
1,5,2,13,3,30,3
1,1,1,27,2,NA,NA
1,2,2,55,5,NA,NA
1,1,1,47,2.5,NA,NA
1,5,2,16,1,31,1
1,1,2,27,2,NA,NA
1,5,2,8,2,36,2
1,5,2,16,2.5,42,2.5
1,2,2,26,3,48,1.5
1,5,2,10,2,30,2
1,5,2,1,3,45,3
1,5,2,12,2,37,2
1,2,2,57,5,NA,NA
1,6,1,21,1,36,1
1,6,1,12,3,55,3
1,6,1,1,1,30,1
1,5,2,12,2,35,2
1,5,2,14,4,46,4
1,1,1,50,2.5,NA,NA
1,1,1,64,1.5,NA,NA
2,8,1,21,NA,NA,NA
1,18,1,15,2.5,NA,NA
1,6,1,0,3,19,3
1,6,1,16,2,33,2
1,5,2,8,4,NA,NA
1,2,2,27,2.5,NA,NA
1,6,1,7,1,24,1
1,1,2,62,1,NA,NA
1,1,2,33,1.5,NA,NA
1,5,2,17,1.5,51,1.5
1,35,1,18,6.5,45,6.5
1,35,1,5,1,31,1
1,1,1,27,2,NA,NA
1,1,1,41,2.5,NA,NA
1,6,1,17,2,47,2
1,1,2,39,1.5,NA,NA
1,2,2,19,4.5,41,2
1,17,2,8,3,NA,NA
4,6,1,7,2,35,2
1,2,2,45,3,NA,NA
1,6,1,7,1,32,1
1,2,2,51,2.5,NA,NA
3,2,2,34,NA,NA,NA
1,34,2,11,2,32,2
2,6,1,4,4,37,4
1,5,2,15,4.5,41,4.5
1,5,2,11,1.5,37,1.5
1,1,1,37,1.5,NA,NA
1,6,1,5,4,29,4
1,6,1,16,2,29,2
1,6,1,17,2,50,2
1,5,2,12,6,37,6
1,1,1,38,2,67,NA
1,6,1,1,2,24,2
1,5,2,18,3,51,3
1,17,2,1,1.5,19,1.5
1,1,2,67,3,NA,NA
1,6,1,18,2.5,48,2.5
1,6,1,14,2,32,2
7,6,1,5,NA,26,NA
1,6,1,22,1,37,1
1,1,1,35,3,NA,NA
6,6,1,16,NA,49,NA
1,6,1,4,1.5,23,1.5
1,6,1,5,6,21,6
1,6,1,11,2,31,2
1,5,2,3,1.5,22,1.5
1,5,2,20,2,61,2
1,6,1,3,3,40,3
4,5,2,12,NA,39,NA
1,5,2,1,2,21,2
4,5,2,10,NA,29,NA
1,5,2,11,2,37,2
1,5,2,19,5,48,5
1,5,2,11,2.5,33,2.5
1,5,2,11,2.5,32,2.5
1,2,2,26,1.5,NA,NA
1,1,1,72,2.5,NA,NA
1,1,1,33,1,NA,NA
1,6,1,4,2,39,2
1,1,1,25,2,NA,NA
1,5,2,1,2.5,28,2.5
1,6,1,18,1.5,50,1.5
1,6,1,6,1,39,1
1,6,1,18,8,45,8
1,6,1,12,2.5,42,2.5
1,5,2,27,1.5,59,1.5
4,6,1,2,NA,35,NA
1,1,2,21,1,NA,NA
1,1,1,62,2,NA,NA
3,2,2,23,NA,NA,NA
1,1,2,55,6,83,1
1,5,2,11,9,45,9
3,2,2,19,NA,NA,NA
8,17,2,15,NA,NA,NA
1,5,2,5,9,45,9
1,2,2,26,1,NA,NA
1,5,2,1,2.5,39,2.5
1,1,1,79,5,NA,NA
1,5,2,2,2,27,2
1,2,2,23,1.5,NA,NA
1,5,2,1,1.5,24,1.5
1,5,2,10,4,33,4
1,2,2,23,1.5,NA,NA
1,1,2,70,1,NA,NA
1,2,2,21,2,NA,NA
1,1,2,47,3,NA,NA
1,1,1,32,2.5,62,4
1,5,2,14,2.5,36,2.5
7,1,2,32,NA,NA,NA
1,6,1,10,3,31,3
1,2,2,27,3,53,3
1,1,1,22,2,NA,NA
1,1,1,49,3.5,NA,NA
1,5,2,12,1,30,1
1,2,2,19,2,NA,NA
1,1,1,37,1.5,NA,NA
1,6,1,10,3.5,28,3.5
1,2,2,25,3.5,67,NA
1,1,1,43,2,NA,NA
1,2,2,43,1,NA,NA
3,5,2,4,NA,21,NA
1,6,1,10,5,36,5
1,1,1,52,2,NA,NA
6,5,2,11,NA,47,NA
1,5,2,14,5.5,34,5.5
1,5,2,3,3.5,37,3.5
1,5,2,18,1.5,NA,NA
1,6,1,5,4.5,38,4.5
1,6,1,17,2,63,2
1,6,1,5,4.5,44,4.5
1,6,1,16,2,39,2
1,1,2,27,1,NA,NA
1,1,1,51,4,NA,NA
1,1,1,48,3,NA,NA
1,1,1,28,1,NA,NA
1,5,2,0,2,45,2
1,1,2,39,2,NA,NA
7,5,2,5,NA,24,NA
1,5,2,5,2,36,2
1,1,1,27,3,NA,NA
1,5,2,39,5,77,5
1,56,1,10,2,NA,NA
1,1,1,61,1.5,NA,NA
1,6,1,4,2,36,2
1,6,1,4,0.5,32,0.5
1,6,1,21,3.5,42,3.5
1,6,1,0,2,34,2
1,5,2,20,2,54,2
1,1,1,39,4,NA,NA
1,1,1,53,1.5,NA,NA
3,1,1,40,NA,NA,NA
1,6,1,4,2,30,2
1,6,1,16,3.5,41,3.5
1,6,1,2,1,24,1
1,2,2,19,1,NA,NA
1,5,2,0,1,22,1
1,2,2,16,3.5,NA,NA
1,6,1,19,1,45,1
1,1,1,31,1.5,NA,NA
1,5,2,10,2,45,2
1,5,2,10,1,43,1
1,6,1,14,3,35,3
3,2,2,18,NA,NA,NA
5,6,1,22,0.5,56,0.5
1,2,2,32,1,NA,NA
1,5,2,15,1.5,49,1.5
1,2,2,27,3,NA,NA
1,1,1,43,1,NA,NA
1,1,2,47,2,NA,NA
1,5,2,11,1,35,1
1,5,2,7,2,29,2
1,6,1,14,3,41,3
1,6,1,9,2,40,2
1,1,2,39,2.5,NA,NA
1,1,2,60,2,NA,NA
1,2,2,20,4,NA,NA
1,5,2,7,2,27,2
1,6,1,6,2.5,25,2.5
1,6,1,11,6,40,6
1,5,2,12,1,32,1
1,5,2,17,5,35,5
1,6,1,21,2,59,2
1,2,2,41,5,67,NA
1,6,1,21,4,54,4
1,18,1,13,2.5,NA,NA
1,6,1,11,2,35,2
1,6,1,14,2,34,2
1,5,2,25,2,48,2
1,5,2,11,1.5,44,1.5
1,1,2,74,1.5,NA,NA
8,17,2,3,NA,NA,NA
1,20,1,13,2,NA,NA
1,6,1,2,2,17,2
1,5,2,16,1.5,50,1.5
1,1,2,67,0.5,NA,NA
1,5,2,15,2.5,38,2.5
1,5,2,15,5,48,5
1,6,1,16,6,33,6
1,5,2,1,4.5,21,4.5
1,6,1,2,1.75,23,1.75
1,6,1,1,1,32,1
1,1,2,38,1,NA,NA
1,6,1,14,2,41,2
1,5,2,8,2,31,2
1,5,2,8,4,33,4
1,5,2,7,1.5,39,1.5
1,17,2,12,2,NA,NA
1,1,1,60,2,NA,NA
1,2,2,55,1,NA,NA
1,2,2,57,5,NA,NA
1,6,1,1,2,32,2
1,5,2,2,2,30,2
1,5,2,25,3,63,3
1,1,1,31,2,NA,NA
1,5,2,3,2,23,2
1,2,2,51,2,NA,NA
1,5,2,7,1.5,23,1.5
1,2,2,47,3.5,NA,NA
1,34,2,19,3,53,3
1,2,2,25,2,59,4
1,1,1,33,2.5,NA,NA
1,6,1,12,5.5,34,5.5
1,17,2,17,2.5,NA,NA
1,2,2,20,2,40,3.5
1,5,2,9,6,37,6
1,6,1,6,5,21,5
1,5,2,6,2,47,2
1,1,1,55,3,NA,NA
1,1,2,21,2,63,3
1,2,2,33,3,NA,NA
1,5,2,3,2,23,2
1,6,1,7,2.5,27,2.5
NA,6,1,2,NA,29,NA
3,34,2,1,NA,-2,NA
1,6,1,12,2.5,33,2.5
3,5,2,1,NA,21,NA
1,6,1,0,4.5,19,4.5
1,1,2,58,3,NA,NA
1,5,2,13,5.5,33,5.5
5,6,1,4,1.5,25,1.5
6,47,2,18,18,NA,NA
1,1,2,49,1.5,NA,NA
6,1,1,67,NA,NA,NA
1,1,1,21,1,45,2.5
1,2,2,-2,5,NA,NA
1,2,2,25,3,NA,NA
1,1,2,45,2,NA,NA
1,1,2,37,2.5,58,1.5
1,5,2,15,2,43,2
1,6,1,10,4,31,4
7,7,2,9,NA,NA,NA
1,1,2,57,6,NA,NA
1,2,2,51,5.5,NA,NA
1,2,2,26,3,NA,NA
1,2,2,33,4,NA,NA
1,1,2,61,4,NA,NA
1,1,1,30,1.5,NA,NA
1,5,2,7,1,31,1
1,1,1,39,4,NA,NA
1,1,2,16,6,NA,NA
1,1,1,22,2,NA,NA
1,6,1,15,4,51,4
1,6,1,9,2,37,2
1,1,1,33,3.5,NA,NA
1,1,2,58,3.5,NA,NA
1,17,2,10,7,NA,NA
1,6,1,7,4,40,4
1,5,2,23,2,37,2
1,1,2,23,4,NA,NA
1,6,1,7,3,21,3
1,2,2,53,6,NA,NA
1,1,1,33,2.5,NA,NA
1,6,1,19,5.5,43,5.5
1,6,1,9,4.5,44,4.5
1,1,1,79,2,NA,NA
1,1,1,55,3.5,NA,NA
1,6,1,14,2.5,42,2.5
1,2,2,49,2,NA,NA
1,1,1,57,2.5,NA,NA
1,6,1,4,2,30,2
1,6,1,3,2.5,39,2.5
1,6,1,10,3.5,32,3.5
1,6,1,1,4,23,4
1,5,2,11,4,49,4
1,6,1,4,2.5,26,2.5
1,1,1,49,1,NA,NA
1,5,2,0,2,21,2
1,5,2,4,2.5,21,2.5
1,6,1,23,2,41,2
1,5,2,16,2,41,2
1,1,1,25,4,NA,NA
4,5,2,5,NA,27,NA
1,1,2,41,3,NA,NA
1,5,2,21,3,41,3
1,5,2,13,3,30,3
4,6,1,0,NA,35,NA
1,1,2,43,1,NA,NA
1,6,1,5,2,26,2
1,5,2,16,3,57,3
1,2,2,55,2.5,NA,NA
1,5,2,0,2,22,2
1,6,1,4,2,28,2
1,5,2,3,2,29,2
1,5,2,16,3,37,3
1,1,1,37,4,NA,NA
6,5,2,0,NA,37,NA
7,5,2,13,NA,34,NA
1,1,1,27,2,NA,NA
1,5,2,5,4,21,4
1,2,2,28,1,NA,NA
1,6,1,7,4,45,4
1,35,1,21,1.5,50,1.5
1,6,1,4,1.5,23,1.5
1,1,1,37,1.5,NA,NA
1,6,1,2,1,20,1
1,6,1,1,2,40,2
1,5,2,3,1,27,1
1,2,2,39,2,NA,NA
1,6,1,2,2.5,29,2.5
1,6,1,13,1,32,1
1,1,1,47,1,NA,NA
1,6,1,18,7,45,7
1,6,1,5,1.5,22,1.5
1,1,2,54,3,NA,NA
1,2,2,29,4,NA,NA
1,5,2,3,2.5,28,2.5
1,1,1,37,1,NA,NA
1,2,2,54,2,NA,NA
1,6,1,6,1.5,33,1.5
1,2,2,44,2.5,NA,NA
1,6,1,19,3,48,3
1,6,1,3,2,21,2
1,5,2,22,2,40,2
1,5,2,6,1,35,1
1,5,2,0,1,23,1
1,6,1,4,3,25,3
1,5,2,8,3,32,3
1,1,1,69,3,NA,NA
1,1,2,32,5.5,NA,NA
1,2,2,33,1,NA,NA
1,1,2,27,1,NA,NA
1,5,2,14,4,40,4
1,6,1,6,1,25,1
1,2,2,38,2.5,NA,NA
1,2,2,29,3,NA,NA
3,5,2,12,NA,NA,NA
1,1,1,30,1,NA,NA
1,1,2,38,1.5,NA,NA
1,5,2,4,3.5,42,3.5
1,6,1,7,2,30,2
1,1,1,59,2.5,NA,NA
1,23,2,10,1.5,NA,NA
1,2,2,25,2,NA,NA
1,6,1,7,4.5,44,4.5
6,5,2,16,NA,37,NA
1,5,2,4,1.5,27,1.5
1,2,2,25,1.5,NA,NA
1,5,2,8,2.5,32,2.5
6,1,1,25,NA,NA,NA
1,5,2,3,2,25,2
1,5,2,3,2,37,2
1,6,1,13,4.5,35,4.5
1,35,1,10,3.5,37,3.5
1,5,2,0,2,26,2
1,1,1,41,4,NA,NA
5,7,2,16,NA,NA,NA
4,6,1,22,NA,41,NA
3,6,1,11,NA,40,NA
1,1,1,28,3,47,3
1,6,1,8,2.5,44,2.5
1,2,2,36,1,NA,NA
1,1,1,32,4,NA,NA
1,1,2,64,2,NA,NA
1,6,1,11,1,38,1
1,1,1,25,3.5,NA,NA
1,2,2,24,1,56,2
1,5,2,2,1.5,23,1.5
1,6,1,20,4,48,4
1,5,2,7,2.5,28,2.5
1,1,2,51,3,NA,NA
1,5,2,4,3,55,3
1,17,2,8,1.5,35,2
1,6,1,12,2,36,2
1,2,2,30,3,NA,NA
1,1,1,39,1.5,NA,NA
1,6,1,3,2,31,2
1,2,2,18,1.5,NA,NA
6,2,2,47,NA,NA,NA
1,5,2,9,3.5,29,3.5
1,1,1,57,2,NA,NA
1,6,1,5,2,27,2
1,2,2,18,3,NA,NA
7,1,1,37,NA,NA,NA
1,1,1,29,4,NA,NA
1,6,1,11,3.5,33,3.5
1,1,2,57,2.5,NA,NA
1,1,1,88,4.5,NA,NA
1,2,2,18,6.25,NA,NA
1,6,1,23,3,48,3
1,18,1,19,3,NA,NA
1,1,1,53,1,NA,NA
1,1,2,61,1,NA,NA
1,5,2,11,5,27,5
6,6,1,13,NA,47,NA
1,5,2,11,3,55,3
1,1,1,26,2,NA,NA
1,1,2,32,2.5,NA,NA
1,1,2,53,4,NA,NA
1,6,1,3,4,22,4
4,2,2,30,NA,NA,NA
1,1,1,45,6,NA,NA
1,5,2,12,1.5,33,1.5
1,2,2,26,2,NA,NA
1,1,1,61,6,NA,NA
1,5,2,0,4,14,4
1,2,2,64,1,NA,NA
1,1,2,39,5,NA,NA
1,1,1,49,4,NA,NA
1,6,1,6,2,31,2
1,5,2,17,3,37,3
1,1,2,25,2,NA,NA
1,5,2,1,5,34,5
1,6,1,21,1,37,1
1,6,1,6,3,29,3
1,6,1,18,2,44,2
1,5,2,11,1,48,1
1,1,1,33,1.5,NA,NA
1,2,2,29,2,NA,NA
2,6,1,8,4.5,31,4.5
1,5,2,5,2,37,2
1,6,1,0,2,47,2
1,1,1,31,2,NA,NA
1,1,1,25,2,NA,NA
1,1,2,41,2,NA,NA
1,6,1,6,2,39,2
1,6,1,0,2,21,2
1,5,2,7,1.5,33,1.5
1,5,2,1,4,22,4
1,1,1,59,0.5,NA,NA
1,1,1,57,2,NA,NA
1,5,2,17,2.5,32,2.5
1,6,1,10,3,34,3
4,5,2,10,NA,39,NA
1,1,1,55,5,NA,NA
1,35,1,5,2,32,2
1,6,1,18,2,40,2
3,2,2,17,NA,NA,NA
1,2,2,19,2,NA,NA
1,6,1,16,2,42,2
1,22,1,9,1,NA,NA
1,1,2,31,3,NA,NA
1,5,2,14,2,48,2
1,5,2,9,2,31,2
1,6,1,23,5,57,5
1,6,1,16,3.5,33,3.5
1,1,1,55,1,NA,NA
1,1,1,86,1,NA,NA
1,1,1,55,2,NA,NA
1,5,2,1,4,23,4
1,1,2,21,2,NA,NA
1,17,2,15,1.5,NA,NA
1,2,2,21,2.5,NA,NA
1,1,2,61,2,NA,NA
1,6,1,10,3,39,3
1,6,1,15,2,40,2
1,5,2,7,2.5,44,2.5
1,6,1,6,1.5,24,1.5
1,1,1,36,2,NA,NA
1,34,2,6,3,41,3
2,5,2,18,NA,34,NA
1,1,1,48,4,NA,NA
1,1,1,27,2,NA,NA
1,5,2,3,2,24,2
1,6,1,12,2,57,2
1,5,2,10,2,47,2
1,1,1,49,3,NA,NA
1,18,1,20,3,NA,NA
1,5,2,16,2,38,2
1,6,1,11,3,30,3
1,6,1,8,1.5,35,1.5
1,1,1,27,4,NA,NA
1,6,1,20,3,58,3
1,6,1,1,3,34,3
1,6,1,6,3,35,3
1,6,1,3,1,23,1
1,1,1,35,1,NA,NA
1,2,2,24,4,NA,NA
1,6,1,10,4.5,30,4.5
3,5,2,8,NA,40,NA
1,5,2,13,2,29,2
1,1,1,50,4,NA,NA
1,5,2,17,2,37,2
1,5,2,8,2,33,2
1,2,2,35,6,NA,NA
1,6,1,14,2,33,2
3,2,2,40,NA,NA,NA
1,5,2,1,1.5,35,1.5
6,2,2,34,NA,NA,NA
1,1,1,31,1,NA,NA
4,5,2,13,NA,41,NA
1,6,1,19,1,55,1
1,6,1,11,2,38,2
1,6,1,4,2,35,2
1,1,1,31,2,NA,NA
1,2,2,32,5.5,NA,NA
1,6,1,1,1,26,1
1,5,2,12,2,48,2
1,6,1,4,3,29,3
1,2,2,22,4,NA,NA
1,1,1,62,3.5,NA,NA
1,6,1,22,2,42,2
1,1,2,17,1,75,2
6,1,1,27,2,NA,NA
1,2,2,60,4.5,NA,NA
1,2,2,24,3,55,6
1,2,2,16,2,NA,NA
7,5,2,5,NA,27,NA
1,5,2,1,2,21,2
1,18,1,12,3,NA,NA
1,1,1,30,3,NA,NA
3,6,1,3,NA,23,NA
1,6,1,0,2,24,2
1,5,2,1,2,20,2
1,2,2,31,2,NA,NA
1,5,2,6,2,25,2
1,5,2,1,2,23,2
1,5,2,5,3,32,3
1,2,2,24,1,NA,NA
1,2,2,53,2,NA,NA
1,6,1,4,1,27,1
1,6,1,20,3,53,3
2,5,2,1,NA,24,NA
4,5,2,1,NA,25,NA
1,2,2,22,2,43,4
1,6,1,16,1.5,38,1.5
1,5,2,4,1,24,1
1,2,2,27,2,79,2
1,5,2,3,4,23,4
1,2,2,28,2,68,5
1,2,2,20,1,NA,NA
1,1,1,74,3,NA,NA
1,21,2,20,3,NA,NA
1,6,1,5,2,30,2
1,6,1,7,2,28,2
1,6,1,19,2,42,2
1,17,2,12,0.5,NA,NA
1,1,1,24,3.5,42,2
1,2,2,30,1,NA,NA
6,6,1,8,NA,49,NA
1,5,2,21,4,36,4
1,5,2,5,2.5,38,2.5
1,1,1,39,6,NA,NA
1,5,2,7,2,24,2
1,1,1,39,2,NA,NA
1,6,1,11,4.5,35,4.5
3,6,1,2,NA,21,NA
1,2,2,40,6,NA,NA
1,6,1,16,2.5,37,2.5
1,2,2,27,2,NA,NA
4,6,1,6,NA,29,NA
1,1,1,34,2,NA,NA
1,2,2,63,1,NA,NA
1,5,2,7,2,42,2
1,5,2,14,4.5,30,4.5
1,6,1,14,2,34,2
1,5,2,1,1.5,30,1.5
1,6,1,16,2,37,2
1,6,1,4,4,44,4
1,1,1,72,1.5,NA,NA
1,5,2,5,2,26,2
1,1,2,31,2.5,NA,NA
7,5,2,0,NA,34,NA
1,5,2,3,2,32,2
1,2,2,19,1,NA,NA
1,2,2,46,2,NA,NA
1,5,2,12,3,43,3
1,1,1,45,2,NA,NA
1,5,2,1,2.5,26,2.5
1,6,1,0,2,23,2
1,5,2,3,6,44,6
1,2,2,18,2,NA,NA
1,2,2,23,1,NA,NA
3,5,2,16,4,34,4
1,2,2,49,6,NA,NA
1,5,2,7,2,25,2
1,1,2,58,3.5,NA,NA
1,2,2,47,2,NA,NA
1,5,2,3,2.5,22,2.5
1,6,1,16,1.5,33,1.5
4,1,1,56,NA,NA,NA
1,2,2,25,2,NA,NA
1,6,1,19,6,57,6
1,6,1,13,3,54,3
1,2,2,27,1,NA,NA
1,1,1,73,2.5,NA,NA
1,2,2,19,2.5,NA,NA
1,1,1,33,2,NA,NA
1,6,1,27,4,59,4
1,5,2,8,2,35,2
1,1,1,55,3.5,NA,NA
1,6,1,5,2,29,2
1,1,2,82,2,NA,NA
1,5,2,6,2,24,2
1,5,2,9,5,34,5
1,5,2,11,2,47,2
1,1,1,38,3,NA,NA
1,34,2,19,3.5,47,3.5
1,6,1,7,1,30,1
1,18,1,4,3,22,1.5
1,1,1,27,2,60,6
1,2,2,35,1,NA,NA
1,6,1,1,1,26,1
1,5,2,12,5,39,5
1,1,1,30,1,NA,NA
1,5,2,13,2,39,2
6,6,1,13,10,35,10
1,9,2,2,1,NA,NA
1,2,2,49,2,NA,NA
1,5,2,2,2.5,29,2.5
1,5,2,12,3.5,25,3.5
1,5,2,7,1.5,26,1.5
1,1,1,30,2.5,NA,NA
1,1,1,37,0.5,NA,NA
1,5,2,10,2.5,37,2.5
1,1,1,27,2.5,NA,NA
1,6,1,18,1,-2,1
1,1,1,22,3,45,8
3,6,1,4,NA,40,NA
1,6,1,17,3,58,3
1,1,1,37,2.5,NA,NA
1,23,2,5,2,NA,NA
1,1,1,50,1.5,NA,NA
1,2,2,25,2,50,1.5
1,6,1,0,2,37,2
1,5,2,13,1,24,1
1,1,2,48,2,NA,NA
3,5,2,16,NA,34,NA
1,1,1,32,2.5,NA,NA
1,1,2,27,4,NA,NA
1,6,1,2,1,26,1
1,1,2,71,3,NA,NA
7,5,2,8,NA,27,NA
1,1,1,37,3,NA,NA
1,6,1,7,2,34,2
1,1,1,26,4,NA,NA
1,5,2,35,5,77,5
2,2,2,24,NA,NA,NA
1,5,2,8,4,31,4
1,35,1,23,4,50,4
1,2,2,33,2,NA,NA
1,1,1,30,2,NA,NA
1,2,2,24,2,41,2
3,6,1,4,1.5,21,1.5
1,2,2,47,2,76,4
7,6,1,1,NA,20,NA
