"mainsub","relathh","male","age","hhgardsize","agem","gardsizem"
1,2,2,21,2,NA,NA
2,6,1,7,NA,28,NA
1,6,1,24,2.5,55,2.5
1,6,1,22,4,57,4
1,1,1,23,1,NA,NA
1,5,2,12,6.5,35,6.5
1,1,1,30,3,NA,NA
1,5,2,0,1,25,1
1,5,2,20,1.5,38,1.5
1,1,1,36,1,NA,NA
1,6,1,17,2,36,2
3,2,2,37,NA,NA,NA
1,6,1,9,2,30,2
1,6,1,9,2.5,46,2.5
1,1,2,48,1.5,NA,NA
1,5,2,5,2,42,2
1,6,1,21,2,65,2
1,5,2,21,2.5,37,2.5
1,2,2,45,2.5,NA,NA
1,1,1,55,1,NA,NA
1,2,2,52,5,NA,NA
1,2,2,25,1,NA,NA
1,6,1,25,6,60,6
7,34,2,13,NA,43,NA
1,6,1,20,2,51,2
1,6,1,0,2.5,19,2.5
2,5,2,13,NA,34,NA
1,5,2,13,2,75,2
1,1,2,49,4,NA,NA
1,17,2,-2,1,NA,NA
1,1,2,48,3,NA,NA
1,6,1,2,2.5,46,2.5
1,1,2,18,1,NA,NA
1,5,2,4,2.5,33,2.5
1,1,1,37,1,NA,NA
1,2,2,46,3,NA,NA
6,1,1,73,11.5,NA,NA
4,2,2,28,NA,NA,NA
1,1,1,53,4,NA,NA
1,2,2,27,3,NA,NA
1,6,1,3,2,21,2
1,1,1,27,4,NA,NA
1,6,1,21,2,47,2
1,6,1,1,2,19,2
1,5,2,13,2,49,2
1,5,2,12,1,-2,1
1,6,1,5,2,21,2
1,1,2,57,1,NA,NA
1,5,2,10,2,36,2
1,5,2,11,4,28,4
1,6,1,8,2,41,2
1,10,1,13,1,NA,NA
1,1,1,36,5,NA,NA
1,1,2,45,2,NA,NA
1,6,1,6,1,32,1
1,6,1,25,3,51,3
1,2,2,21,3,NA,NA
1,2,2,24,1,NA,NA
1,1,1,34,2,53,3
5,6,1,2,NA,20,NA
1,5,2,18,1,31,1
1,6,1,5,1.5,NA,NA
1,6,1,21,2,51,2
1,6,1,1,5.5,43,5.5
1,6,1,0,2,25,2
1,6,1,9,7,27,7
1,5,2,4,4.5,26,4.5
1,5,2,12,2,27,2
1,1,1,33,8,NA,NA
1,6,1,17,4.5,59,4.5
1,5,2,15,3,30,3
1,1,1,33,2,NA,NA
1,1,2,58,1.5,NA,NA
1,6,1,4,3,25,3
1,2,2,28,2.5,NA,NA
1,6,1,0,1.5,29,1.5
1,1,1,21,2,NA,NA
1,5,2,4,3,23,3
1,6,1,8,2.5,48,2.5
1,1,2,79,1.5,NA,NA
1,6,1,12,1.5,33,1.5
1,5,2,1,2,29,2
1,2,2,21,2,NA,NA
1,6,1,12,1.5,37,1.5
3,6,1,11,4,34,4
1,5,2,4,1.5,28,1.5
1,6,1,9,2.5,32,2.5
1,6,1,5,2,23,2
1,5,2,9,2,27,2
2,2,2,34,2,NA,NA
1,6,1,10,2,31,2
1,2,2,48,2,NA,NA
1,35,1,20,3.5,40,3.5
1,2,2,66,2.5,NA,NA
1,1,1,43,3,NA,NA
1,1,1,25,4.5,NA,NA
1,5,2,6,4,23,4
1,5,2,13,1,30,1
1,6,1,6,1,25,1
1,2,2,40,3.5,NA,NA
1,2,2,59,6,NA,NA
1,1,1,42,2,NA,NA
1,5,2,20,5,-2,5
1,1,2,62,4,NA,NA
1,2,2,23,2,NA,NA
1,5,2,9,1,30,1
1,2,2,24,1,NA,NA
1,5,2,6,2,25,2
1,2,2,18,2,37,2
1,2,2,33,1.5,NA,NA
1,6,1,12,5.5,43,5.5
4,1,1,33,NA,NA,NA
1,35,1,22,6.5,47,6.5
1,2,2,25,1.5,NA,NA
1,2,2,29,1.5,59,2
1,6,1,7,1.5,33,1.5
1,1,1,35,2,NA,NA
1,5,2,10,8,52,8
1,6,1,13,2,32,2
6,7,2,15,NA,NA,NA
1,5,2,2,4,44,4
1,6,1,14,1,-2,1
1,5,2,2,1,23,1
1,6,1,14,5,39,5
1,6,1,10,2.5,44,2.5
4,6,1,14,2,35,2
1,2,2,47,3.25,NA,NA
1,2,2,30,2,NA,NA
1,6,1,21,3,40,3
4,1,1,27,NA,NA,NA
1,6,1,18,2,45,2
1,5,2,13,2.5,38,2.5
1,6,1,13,3.5,NA,NA
1,6,1,24,3,53,3
1,6,1,9,2,24,2
1,1,2,34,2.5,NA,NA
1,2,2,23,2.5,NA,NA
2,6,1,0,2,34,2
1,6,1,0,2,23,2
1,5,2,4,2,NA,NA
1,6,1,2,2.5,20,2.5
1,2,2,35,3,NA,NA
1,5,2,13,3.5,55,3.5
1,1,2,73,1,NA,NA
1,5,2,3,6,21,6
1,1,2,33,1.5,67,3
1,6,1,15,2.5,57,2.5
1,2,2,66,2,NA,NA
1,2,2,32,1,49,2
1,5,2,11,4.5,38,4.5
1,6,1,7,2,27,2
1,2,2,25,1.5,NA,NA
1,5,2,14,3,58,3
1,2,2,20,2,NA,NA
1,1,1,64,6,NA,NA
1,6,1,16,1.5,39,1.5
1,5,2,10,2.5,48,2.5
1,6,1,23,4,61,4
1,2,2,19,1,NA,NA
1,6,1,6,1,28,1
7,1,2,27,NA,NA,NA
1,6,1,10,2,38,2
5,6,1,1,NA,24,NA
1,1,2,18,2,NA,NA
1,6,1,22,1,55,1
1,6,1,7,2,31,2
1,6,1,1,4,29,4
1,1,2,45,1,61,1
1,1,1,30,3,NA,NA
1,2,2,21,5,NA,NA
1,2,2,26,1.5,NA,NA
1,6,1,2,2,24,2
1,6,1,21,2,40,2
1,5,2,2,2,26,2
1,6,1,13,2,41,2
1,2,2,27,2.5,NA,NA
1,5,2,14,2,31,2
1,6,1,3,3.5,23,3.5
1,6,1,10,1.5,49,1.5
1,1,1,29,4,NA,NA
4,6,1,14,NA,39,NA
1,5,2,5,2.5,23,2.5
1,5,2,10,3,39,3
1,5,2,17,2,35,2
1,6,1,4,2,45,2
1,5,2,13,4.5,41,4.5
1,6,1,5,1.5,21,1.5
1,1,1,30,4,NA,NA
1,6,1,8,1,39,1
1,6,1,4,1.5,23,1.5
1,5,2,9,2,25,2
1,6,1,0,1.5,23,1.5
1,2,2,45,7,NA,NA
1,5,2,9,1.5,37,1.5
1,6,1,2,2,34,2
1,2,2,17,2,NA,NA
1,6,1,18,2,50,2
1,5,2,11,1,43,1
1,1,2,-2,1,NA,NA
1,1,2,47,2,NA,NA
1,6,1,10,1.5,50,1.5
1,5,2,9,1.5,38,1.5
1,1,1,40,5,NA,NA
1,5,2,8,3,32,3
1,1,1,35,1.5,NA,NA
4,5,2,16,NA,55,NA
1,6,1,2,2.5,25,2.5
1,5,2,9,5,41,5
1,2,2,32,3,NA,NA
1,10,1,10,3,NA,NA
1,6,1,8,2,32,2
1,1,2,26,2,NA,NA
1,5,2,6,4,35,4
1,6,1,16,2,52,2
1,6,1,10,2,27,2
1,5,2,11,6,33,6
1,6,1,14,5.5,43,5.5
4,1,2,27,NA,NA,NA
1,6,1,17,2,55,2
1,1,2,22,4,59,2
4,6,1,1,NA,25,NA
1,1,1,32,4,NA,NA
3,9,2,13,NA,NA,NA
1,6,1,4,2,22,2
1,2,2,25,2,NA,NA
1,18,1,9,2.5,NA,NA
1,8,1,4,2,NA,NA
1,6,1,6,3,29,3
1,6,1,1,2,18,2
1,6,1,3,1.5,29,1.5
1,1,2,39,1.5,NA,NA
1,1,1,45,3,NA,NA
1,6,1,5,2,31,2
1,5,2,14,2.5,37,2.5
1,1,1,29,1,NA,NA
1,5,2,13,2,34,2
1,2,2,31,0.5,NA,NA
1,1,1,64,2,NA,NA
1,5,2,8,2,35,2
1,1,1,76,2,NA,NA
1,6,1,7,2,NA,NA
1,5,2,11,2.5,42,2.5
1,6,1,0,2.75,33,2.75
6,2,2,35,10,NA,NA
1,1,2,35,2,NA,NA
1,6,1,19,4,51,4
1,5,2,1,3,35,3
1,1,1,62,4.5,NA,NA
1,5,2,5,2,27,2
1,1,1,34,2,NA,NA
1,5,2,5,2,36,2
1,1,1,33,1,NA,NA
1,6,1,3,2.5,26,2.5
1,1,2,26,1,NA,NA
1,1,1,34,1.5,NA,NA
1,6,1,13,2,49,2
1,2,2,41,3,NA,NA
1,1,1,30,4,NA,NA
1,2,2,25,2,NA,NA
1,6,1,3,4,27,4
1,2,2,33,2,NA,NA
1,6,1,18,2,61,2
1,5,2,1,1.5,21,1.5
1,6,1,1,1,18,1
1,2,2,29,3,NA,NA
1,6,1,0,5,31,5
1,2,2,24,2,NA,NA
1,6,1,6,1,35,1
1,2,2,27,2,NA,NA
1,1,1,41,3,NA,NA
1,1,1,37,3,NA,NA
1,6,1,7,4,46,4
1,1,1,22,2,NA,NA
1,5,2,3,1,25,1
1,2,2,24,2,NA,NA
1,6,1,17,2,59,2
1,1,1,48,1.5,NA,NA
1,5,2,10,1,35,1
6,1,1,41,10,NA,NA
1,5,2,14,8,45,8
1,1,2,47,3,NA,NA
1,2,2,24,1,NA,NA
1,5,2,4,2.5,42,2.5
1,5,2,12,3,33,3
1,9,2,25,1,NA,NA
1,1,1,22,1,NA,NA
1,5,2,4,1,32,1
1,2,2,50,1.5,NA,NA
1,5,2,1,1,23,1
1,5,2,2,2,23,2
1,5,2,15,4.5,44,4.5
1,6,1,4,2,36,2
1,1,2,25,1,NA,NA
1,5,2,5,2,29,2
1,1,1,26,1,58,2
1,2,2,55,3.5,NA,NA
1,1,1,40,2,NA,NA
1,5,2,6,3,37,3
1,1,2,41,4,NA,NA
1,5,2,9,5,27,5
1,5,2,7,1.5,25,1.5
1,2,2,34,3,NA,NA
1,1,1,24,1.25,NA,NA
1,1,1,20,1,NA,NA
1,6,1,18,3,43,3
1,9,2,13,1.5,NA,NA
4,1,2,37,NA,NA,NA
1,5,2,4,2,24,2
7,2,2,17,2,NA,NA
1,5,2,16,4,41,4
1,5,2,10,3,37,3
1,5,2,5,3.5,40,3.5
1,1,1,37,1.5,NA,NA
1,1,2,37,1,NA,NA
1,5,2,12,4,33,4
1,2,2,52,5,NA,NA
1,2,2,21,4,NA,NA
2,1,1,37,4,NA,NA
1,5,2,11,1,32,1
1,6,1,14,2,35,2
1,5,2,3,6,35,6
3,1,1,26,NA,NA,NA
1,5,2,9,4.5,45,4.5
1,6,1,3,1,41,1
1,2,2,30,2,NA,NA
1,1,2,20,1,38,1.5
1,1,1,26,2,NA,NA
1,1,2,45,2,NA,NA
1,6,1,0,4,21,4
1,1,1,75,4,NA,NA
1,5,2,4,2,53,2
1,5,2,9,3,22,3
1,5,2,1,2,16,2
1,1,1,25,2,NA,NA
1,2,2,26,1.5,NA,NA
1,6,1,20,2,47,2
2,5,2,7,NA,33,NA
1,5,2,5,1.5,35,1.5
1,2,2,60,1,NA,NA
1,6,1,19,1.5,37,1.5
1,5,2,7,0.5,36,0.5
1,2,2,27,2.5,NA,NA
1,6,1,23,2.5,57,2.5
1,6,1,23,3,46,3
1,5,2,10,1.5,37,1.5
1,2,2,23,2,NA,NA
1,6,1,9,1,33,1
1,6,1,14,3.5,37,3.5
2,1,1,27,NA,NA,NA
1,1,1,24,3,NA,NA
1,35,1,2,3,41,3
1,5,2,12,1,27,1
1,1,1,41,1,NA,NA
1,2,2,41,2,NA,NA
1,1,1,34,2,NA,NA
1,2,2,33,1.5,NA,NA
1,1,1,50,4,NA,NA
1,1,1,39,4,NA,NA
3,2,2,23,NA,NA,NA
1,5,2,13,2,34,2
5,6,1,5,NA,32,NA
1,6,1,22,1.5,52,1.5
1,35,1,16,3.5,33,3.5
1,35,1,6,3.5,40,3.5
1,3,2,74,4.5,NA,NA
1,6,1,21,1.5,50,1.5
1,1,1,66,2,NA,NA
1,1,1,55,2,NA,NA
1,2,2,47,6.5,NA,NA
1,1,1,29,2,NA,NA
1,6,1,16,2,32,2
1,2,2,32,3,NA,NA
1,6,1,19,7,37,7
1,6,1,13,6.5,55,6.5
1,1,2,36,2,33,1.5
1,5,2,7,6,33,6
1,6,1,2,4,23,4
1,1,1,64,1,NA,NA
1,6,1,18,3.5,47,3.5
1,6,1,18,1,-2,1
1,6,1,1,3,21,3
1,5,2,17,3.5,NA,NA
1,1,1,50,1,NA,NA
1,1,2,29,1,45,2
1,1,1,34,2,NA,NA
1,34,2,13,1,36,1
1,1,1,22,2,NA,NA
1,5,2,3,2,22,2
4,1,1,27,NA,NA,NA
1,1,1,27,2,61,1
1,1,1,23,2,NA,NA
1,6,1,0,2,25,2
1,1,1,36,2,NA,NA
1,6,1,24,3,43,3
1,5,2,9,4,49,4
1,2,2,17,2,NA,NA
4,6,1,7,NA,25,NA
1,5,2,3,3,41,3
1,5,2,10,3,36,3
1,2,2,29,4,NA,NA
1,18,1,15,2,NA,NA
1,6,1,9,2,30,2
1,2,2,25,2.5,NA,NA
1,1,1,65,3,NA,NA
1,5,2,7,1.5,25,1.5
1,2,2,18,1,NA,NA
3,1,1,30,NA,NA,NA
1,2,2,29,1.5,53,2
1,2,2,24,3,NA,NA
1,6,1,14,2,53,2
1,5,2,7,2,NA,NA
1,6,1,19,2,37,2
1,6,1,7,3.5,40,3.5
1,21,2,22,2,NA,NA
1,5,2,1,2.5,24,2.5
1,5,2,18,6,44,6
1,1,1,19,2,NA,NA
6,5,2,1,10,35,10
1,2,2,22,1.5,NA,NA
1,2,2,32,3,NA,NA
1,1,2,45,4.5,NA,NA
6,47,2,17,18,NA,NA
1,1,1,59,5,NA,NA
1,1,2,60,6.5,NA,NA
1,2,2,27,2,NA,NA
3,5,2,7,NA,24,NA
1,1,1,52,3,NA,NA
1,6,1,5,2,27,2
1,20,1,17,2,NA,NA
1,1,1,61,2,NA,NA
1,1,2,20,2,NA,NA
8,17,2,5,NA,NA,NA
1,6,1,7,1,29,1
1,1,2,20,3,NA,NA
5,1,1,27,NA,NA,NA
1,2,2,33,3,NA,NA
1,6,1,13,5,31,5
1,2,2,20,2,NA,NA
6,5,2,9,3,27,3
1,5,2,7,4,24,4
1,6,1,3,2,29,2
1,6,1,23,2,61,2
1,6,1,2,2.5,19,2.5
1,5,2,2,3,21,3
1,6,1,23,2,40,2
1,6,1,24,6.5,55,6.5
3,2,2,22,NA,NA,NA
1,1,2,42,2,NA,NA
1,1,1,27,2,NA,NA
1,6,1,25,6,56,6
1,6,1,23,2,47,2
1,6,1,1,4,21,4
1,6,1,9,4.5,30,4.5
1,5,2,5,4,43,4
1,6,1,2,2.5,21,2.5
1,1,2,50,3,NA,NA
1,18,1,3,2.5,NA,NA
6,6,1,3,2,25,2
1,8,1,20,1,NA,NA
4,5,2,2,NA,39,NA
1,6,1,10,5.5,34,5.5
1,1,1,42,3,NA,NA
1,2,2,27,2,NA,NA
1,6,1,4,2.5,28,2.5
1,1,1,58,5.5,NA,NA
1,5,2,8,4,29,4
1,1,1,31,7,NA,NA
1,5,2,7,1.5,37,1.5
1,5,2,0,2,17,2
1,5,2,7,1,23,1
1,6,1,13,4,44,4
1,1,2,32,2,NA,NA
3,2,2,31,NA,NA,NA
3,2,2,19,NA,NA,NA
1,5,2,3,2,24,2
1,5,2,0,3,18,3
1,6,1,13,4.5,38,4.5
1,6,1,19,3,63,3
1,2,2,16,4,NA,NA
1,5,2,16,7,45,7
1,1,1,37,1,NA,NA
1,6,1,2,1,39,1
1,5,2,12,2,32,2
1,2,2,23,2,NA,NA
1,18,1,10,1.5,NA,NA
3,1,1,33,NA,NA,NA
1,1,2,33,6,NA,NA
1,5,2,7,3.5,42,3.5
1,6,1,4,2.5,31,2.5
1,5,2,33,4,57,4
1,5,2,5,1,45,1
1,5,2,0,1.5,22,1.5
1,2,2,30,2,NA,NA
1,6,1,7,2,37,2
1,1,1,27,2,46,3
1,23,2,9,2,NA,NA
1,18,1,13,2,NA,NA
1,6,1,2,1.5,23,1.5
7,5,2,3,NA,20,NA
1,6,1,19,2,65,2
1,5,2,21,7,37,7
1,1,1,75,1.5,NA,NA
1,1,2,54,2,NA,NA
1,6,1,1,2.5,23,2.5
1,6,1,17,1.5,34,1.5
1,1,1,31,2.5,NA,NA
1,1,1,23,2,NA,NA
1,5,2,0,3,23,3
1,5,2,1,2,24,2
1,2,2,20,2,NA,NA
1,2,2,38,3,67,3
3,2,2,-2,NA,NA,NA
1,6,1,0,2,23,2
1,1,1,28,1,NA,NA
1,1,2,55,1,NA,NA
1,1,1,57,1.5,NA,NA
1,6,1,1,2.5,31,2.5
1,6,1,14,1.5,37,1.5
1,6,1,27,2.5,51,2.5
1,6,1,11,3,53,3
1,1,1,47,2,NA,NA
1,2,2,36,4,57,6
1,6,1,12,1,45,1
1,1,1,31,3,NA,NA
1,5,2,13,2,36,2
1,5,2,0,2,20,2
1,1,1,29,2,NA,NA
1,6,1,15,1,51,1
1,1,1,29,2,61,2.5
1,1,1,57,3.5,NA,NA
1,5,2,13,2,27,2
1,5,2,5,1,25,1
1,5,2,15,4.5,48,4.5
1,5,2,6,3,32,3
1,1,1,38,1.5,NA,NA
1,6,1,0,2.5,21,2.5
1,6,1,8,3,39,3
1,5,2,0,1,24,1
1,2,2,27,3,NA,NA
1,6,1,4,1.5,34,1.5
1,6,1,0,2,25,2
1,5,2,13,2.5,31,2.5
1,5,2,6,2.5,21,2.5
1,6,1,15,6,49,6
4,2,2,39,NA,NA,NA
1,2,2,37,1,NA,NA
1,5,2,7,2,29,2
1,5,2,11,2,45,2
1,2,2,18,1,38,1.5
1,2,2,64,2,NA,NA
6,5,2,1,NA,31,NA
1,6,1,11,4,33,4
1,5,2,16,4,40,4
1,1,1,30,1,59,4
6,2,2,37,NA,NA,NA
1,7,2,14,2,NA,NA
1,5,2,3,1,26,1
1,5,2,4,4,49,4
1,5,2,5,2.5,30,2.5
1,6,1,4,4,32,4
1,6,1,14,4,43,4
1,1,1,33,3,NA,NA
1,1,1,43,2,NA,NA
1,1,2,54,2,NA,NA
2,2,2,31,4.5,NA,NA
1,7,2,13,1,NA,NA
1,6,1,9,2,33,2
1,1,1,48,2,NA,NA
1,5,2,23,2,65,2
6,5,2,1,2,25,2
1,5,2,5,3,25,3
1,2,2,22,2,NA,NA
1,1,2,34,1,NA,NA
1,1,1,29,2,NA,NA
1,2,2,21,1.5,NA,NA
1,5,2,12,2,36,2
1,1,2,40,3,NA,NA
1,5,2,31,4,57,4
1,7,2,16,2,NA,NA
1,5,2,2,2,27,2
1,2,2,27,3,NA,NA
1,6,1,1,1,21,1
1,6,1,5,2.5,25,2.5
1,5,2,9,2.5,28,2.5
1,1,2,38,2,NA,NA
1,1,2,48,2,NA,NA
1,2,2,46,4,NA,NA
1,17,2,11,2,NA,NA
1,5,2,6,2,23,2
1,5,2,13,3,45,3
1,5,2,6,4,31,4
1,6,1,7,2.5,27,2.5
1,5,2,6,1.5,30,1.5
1,5,2,0,2,17,2
1,5,2,9,4.5,38,4.5
1,1,2,31,1,68,0.5
1,2,2,21,3,NA,NA
1,5,2,6,2,35,2
1,6,1,6,4,27,4
1,5,2,9,3,41,3
1,6,1,1,2,22,2
1,2,2,36,2.5,NA,NA
1,5,2,1,0.5,24,0.5
1,2,2,40,3,NA,NA
1,6,1,17,2.5,44,2.5
1,1,2,37,1,NA,NA
1,6,1,24,4,45,4
1,6,1,0,1,21,1
1,1,2,61,2.5,NA,NA
1,5,2,5,2,25,2
1,5,2,11,3,30,3
4,2,2,26,NA,NA,NA
1,1,1,34,1,NA,NA
1,6,1,2,3,38,3
1,6,1,0,2,25,2
1,2,2,37,2,NA,NA
1,2,2,23,2,NA,NA
1,1,1,30,3,NA,NA
6,6,1,23,1.5,44,1.5
1,1,2,30,2,NA,NA
1,6,1,6,3,39,3
6,6,1,0,NA,23,NA
1,1,2,25,1.5,NA,NA
1,5,2,2,2,27,2
1,1,1,34,2,NA,NA
3,2,2,39,NA,NA,NA
6,5,2,20,NA,49,NA
1,6,1,6,3,33,3
1,5,2,15,2,35,2
1,5,2,12,2.5,44,2.5
4,1,2,41,NA,NA,NA
6,6,1,16,2,38,2
1,2,2,35,4,NA,NA
1,2,2,27,2,NA,NA
1,6,1,3,4,21,4
1,5,2,0,1,27,1
1,5,2,3,3,21,3
1,6,1,14,2,46,2
1,5,2,16,3.5,47,3.5
1,2,2,22,3.5,NA,NA
1,2,2,20,3.25,NA,NA
1,5,2,7,4,29,4
1,2,2,27,2,NA,NA
1,6,1,17,4,49,4
1,1,1,49,2,NA,NA
1,5,2,14,2,48,2
1,6,1,15,3,44,3
1,5,2,3,2,23,2
1,6,1,18,3.5,42,3.5
7,1,2,35,NA,NA,NA
1,2,2,30,4.5,NA,NA
1,5,2,8,1,32,1
1,2,2,25,1.5,NA,NA
1,6,1,1,1,37,1
1,2,2,24,2,NA,NA
1,5,2,5,1,23,1
1,6,1,3,2,29,2
1,2,2,35,2,NA,NA
1,6,1,5,7,27,7
1,2,2,21,1,NA,NA
1,5,2,12,1.5,NA,NA
1,5,2,21,4.5,45,4.5
1,1,1,48,2,NA,NA
1,1,1,33,4,NA,NA
1,6,1,3,2,25,2
1,6,1,6,6,33,6
1,5,2,14,2,44,2
1,1,2,32,1,NA,NA
1,6,1,16,2.5,33,2.5
1,6,1,13,2.5,31,2.5
1,5,2,1,1.5,28,1.5
4,1,1,65,NA,NA,NA
1,2,2,35,6.5,NA,NA
1,6,1,9,2.5,32,2.5
1,1,1,61,3.5,NA,NA
1,5,2,0,2,25,2
1,5,2,5,1,37,1
1,6,1,0,3,25,3
4,1,1,38,NA,NA,NA
1,1,1,61,4.5,NA,NA
1,2,2,28,2,NA,NA
1,1,2,29,1.5,NA,NA
1,6,1,3,1.5,26,1.5
1,6,1,1,4.5,19,4.5
1,6,1,5,1.5,20,1.5
1,6,1,25,2,41,2
1,6,1,18,1,43,1
1,1,2,49,2,NA,NA
1,1,2,63,3,NA,NA
1,1,2,33,4,NA,NA
1,5,2,17,1,34,1
1,6,1,14,3.5,41,3.5
1,34,2,17,3.5,37,3.5
1,17,2,2,3,NA,NA
1,6,1,1,2,21,2
1,5,2,10,2,37,2
1,1,1,28,1.5,NA,NA
1,6,1,1,2,39,2
1,1,2,21,2,NA,NA
1,1,1,29,2,NA,NA
5,1,1,25,NA,NA,NA
1,1,1,68,6,NA,NA
1,6,1,47,5,77,5
1,18,1,6,3,NA,NA
1,1,1,27,5.5,NA,NA
1,6,1,18,4,43,4
1,2,2,18,2,NA,NA
1,1,1,21,2,NA,NA
1,5,2,15,2.5,31,2.5
1,2,2,30,1,NA,NA
1,1,2,35,2,NA,NA
1,6,1,13,3,31,3
1,2,2,45,8,NA,NA
1,2,2,31,3,NA,NA
4,2,2,55,NA,NA,NA
1,1,1,31,2,NA,NA
1,2,2,33,1.5,NA,NA
1,2,2,29,2,NA,NA
1,1,1,25,2,59,2
1,5,2,10,5,36,5
1,1,2,31,2.5,62,4
1,5,2,0,2,37,2
1,5,2,0,2,30,2
1,5,2,21,2,37,2
5,6,1,7,NA,32,NA
1,6,1,4,2.5,44,2.5
1,1,2,47,1.5,NA,NA
1,1,2,55,1,76,4
1,5,2,17,2,31,2
1,6,1,8,3.5,49,3.5
1,1,1,47,2,NA,NA
1,1,1,29,4,NA,NA
1,2,2,20,5,NA,NA
1,1,1,50,2.5,NA,NA
4,6,1,15,NA,NA,NA
1,6,1,25,4,57,4
1,2,2,25,2,NA,NA
1,5,2,16,2,34,2
1,5,2,8,2,28,2
1,5,2,10,1.5,35,1.5
1,5,2,9,3,33,3
1,6,1,10,2.5,46,2.5
1,5,2,20,2,40,2
1,5,2,7,1,28,1
1,5,2,14,2.5,29,2.5
1,1,1,39,1.5,NA,NA
1,2,2,32,2,NA,NA
1,1,1,27,2.5,NA,NA
1,5,2,12,3.5,32,3.5
1,1,2,32,2,NA,NA
1,5,2,4,3,21,3
1,1,1,33,2.5,NA,NA
1,1,1,48,6.5,NA,NA
1,5,2,1,1,23,1
1,5,2,10,4,31,4
1,5,2,0,1,26,1
1,2,2,19,2,NA,NA
1,5,2,15,3,55,3
1,1,1,36,1,NA,NA
1,5,2,6,2,34,2
1,6,1,4,1,20,1
1,5,2,1,2,21,2
1,1,1,40,2,NA,NA
1,2,2,22,1.5,44,2.5
1,5,2,1,3,32,3
1,1,1,36,1.5,NA,NA
1,1,1,29,1.5,NA,NA
1,7,2,11,2,NA,NA
1,1,2,50,1.5,NA,NA
1,5,2,1,1,37,1
1,5,2,4,3,33,3
1,1,1,32,3,NA,NA
1,6,1,7,7,27,7
3,35,1,11,NA,31,NA
1,6,1,4,5,39,5
1,1,1,39,2,NA,NA
1,2,2,73,3,NA,NA
7,34,2,10,NA,43,NA
1,6,1,23,2,49,2
1,2,2,43,2,NA,NA
3,5,2,14,NA,29,NA
1,5,2,23,3,51,3
1,2,2,55,2.5,NA,NA
7,1,1,27,NA,NA,NA
1,2,2,25,2,NA,NA
1,1,2,52,2,NA,NA
1,6,1,14,5,39,5
